Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TS047_RoL_RNA_46_2	(12.0, 1.0)	(13.0, 6.0)	(14.0, 67.0)	(15.0, 468.0)	(16.0, 1999.0)	(17.0, 3991.0)	(18.0, 5457.0)	(19.0, 5605.0)	(20.0, 6605.0)	(21.0, 7776.0)	(22.0, 9315.0)	(23.0, 11243.0)	(24.0, 13713.0)	(25.0, 16566.0)	(26.0, 19957.0)	(27.0, 23090.0)	(28.0, 27960.0)	(29.0, 32461.0)	(30.0, 39258.0)	(31.0, 47500.0)	(32.0, 60908.0)	(33.0, 75337.0)	(34.0, 98479.0)	(35.0, 133189.0)	(36.0, 201274.0)	(37.0, 330160.0)	(38.0, 1016127.0)	(39.0, 15537749.0)	(40.0, 7991938.0)
TS047_RoL_RNA_477_1	(15.0, 3.0)	(16.0, 10.0)	(17.0, 152.0)	(18.0, 320.0)	(19.0, 514.0)	(20.0, 752.0)	(21.0, 1360.0)	(22.0, 2626.0)	(23.0, 4678.0)	(24.0, 7218.0)	(25.0, 10391.0)	(26.0, 13810.0)	(27.0, 17018.0)	(28.0, 21767.0)	(29.0, 26474.0)	(30.0, 33634.0)	(31.0, 43198.0)	(32.0, 57949.0)	(33.0, 74762.0)	(34.0, 100357.0)	(35.0, 137636.0)	(36.0, 208592.0)	(37.0, 342586.0)	(38.0, 1041012.0)	(39.0, 15986978.0)	(40.0, 10242629.0)			
TS047_RoL_RNA_477_2	(13.0, 9.0)	(14.0, 110.0)	(15.0, 532.0)	(16.0, 2486.0)	(17.0, 4826.0)	(18.0, 6477.0)	(19.0, 6942.0)	(20.0, 8482.0)	(21.0, 10286.0)	(22.0, 12403.0)	(23.0, 14474.0)	(24.0, 18001.0)	(25.0, 20910.0)	(26.0, 25218.0)	(27.0, 29137.0)	(28.0, 35800.0)	(29.0, 41744.0)	(30.0, 50385.0)	(31.0, 60876.0)	(32.0, 77486.0)	(33.0, 95651.0)	(34.0, 124743.0)	(35.0, 169663.0)	(36.0, 255179.0)	(37.0, 418315.0)	(38.0, 1281260.0)	(39.0, 17203548.0)	(40.0, 8401483.0)	
TS047_RoL_RNA_478_1	(15.0, 1.0)	(16.0, 22.0)	(17.0, 98.0)	(18.0, 292.0)	(19.0, 476.0)	(20.0, 892.0)	(21.0, 1484.0)	(22.0, 2714.0)	(23.0, 4961.0)	(24.0, 7896.0)	(25.0, 11128.0)	(26.0, 14870.0)	(27.0, 18543.0)	(28.0, 23594.0)	(29.0, 28720.0)	(30.0, 36753.0)	(31.0, 46297.0)	(32.0, 62400.0)	(33.0, 79716.0)	(34.0, 106480.0)	(35.0, 144836.0)	(36.0, 218047.0)	(37.0, 360084.0)	(38.0, 1086628.0)	(39.0, 16275329.0)	(40.0, 10219935.0)			
TS047_RoL_RNA_478_2	(13.0, 5.0)	(14.0, 93.0)	(15.0, 560.0)	(16.0, 2327.0)	(17.0, 4812.0)	(18.0, 6377.0)	(19.0, 6851.0)	(20.0, 8385.0)	(21.0, 10078.0)	(22.0, 12375.0)	(23.0, 14595.0)	(24.0, 18492.0)	(25.0, 21668.0)	(26.0, 26103.0)	(27.0, 30305.0)	(28.0, 36446.0)	(29.0, 42737.0)	(30.0, 51888.0)	(31.0, 62673.0)	(32.0, 80336.0)	(33.0, 98136.0)	(34.0, 128244.0)	(35.0, 174328.0)	(36.0, 261110.0)	(37.0, 424770.0)	(38.0, 1309575.0)	(39.0, 17595323.0)	(40.0, 8323604.0)	
TS047_RoL_RNA_498_1	(15.0, 1.0)	(16.0, 14.0)	(17.0, 114.0)	(18.0, 309.0)	(19.0, 424.0)	(20.0, 761.0)	(21.0, 1337.0)	(22.0, 2529.0)	(23.0, 4578.0)	(24.0, 6884.0)	(25.0, 10032.0)	(26.0, 13237.0)	(27.0, 16315.0)	(28.0, 21372.0)	(29.0, 25878.0)	(30.0, 32942.0)	(31.0, 42138.0)	(32.0, 56749.0)	(33.0, 73501.0)	(34.0, 98823.0)	(35.0, 135696.0)	(36.0, 208922.0)	(37.0, 352462.0)	(38.0, 1099289.0)	(39.0, 16077626.0)	(40.0, 9695282.0)			
TS047_RoL_RNA_498_2	(12.0, 1.0)	(13.0, 7.0)	(14.0, 98.0)	(15.0, 607.0)	(16.0, 2477.0)	(17.0, 4950.0)	(18.0, 6278.0)	(19.0, 6848.0)	(20.0, 8449.0)	(21.0, 10123.0)	(22.0, 12108.0)	(23.0, 14161.0)	(24.0, 17538.0)	(25.0, 21080.0)	(26.0, 24985.0)	(27.0, 29370.0)	(28.0, 35754.0)	(29.0, 42210.0)	(30.0, 50759.0)	(31.0, 61111.0)	(32.0, 78323.0)	(33.0, 97265.0)	(34.0, 127332.0)	(35.0, 171923.0)	(36.0, 260751.0)	(37.0, 430358.0)	(38.0, 1359761.0)	(39.0, 17201034.0)	(40.0, 7901554.0)
TS047_RoL_RNA_500_1	(16.0, 10.0)	(17.0, 98.0)	(18.0, 237.0)	(19.0, 351.0)	(20.0, 513.0)	(21.0, 939.0)	(22.0, 1818.0)	(23.0, 3437.0)	(24.0, 5681.0)	(25.0, 7991.0)	(26.0, 10780.0)	(27.0, 13488.0)	(28.0, 17361.0)	(29.0, 21598.0)	(30.0, 27579.0)	(31.0, 36145.0)	(32.0, 49688.0)	(33.0, 64540.0)	(34.0, 89221.0)	(35.0, 125546.0)	(36.0, 197520.0)	(37.0, 339704.0)	(38.0, 1052136.0)	(39.0, 15971904.0)	(40.0, 10046284.0)				
TS047_RoL_RNA_500_2	(12.0, 1.0)	(13.0, 19.0)	(14.0, 118.0)	(15.0, 607.0)	(16.0, 2066.0)	(17.0, 3758.0)	(18.0, 4702.0)	(19.0, 5091.0)	(20.0, 6318.0)	(21.0, 7406.0)	(22.0, 8977.0)	(23.0, 10450.0)	(24.0, 13455.0)	(25.0, 15699.0)	(26.0, 19161.0)	(27.0, 22268.0)	(28.0, 27106.0)	(29.0, 31629.0)	(30.0, 38920.0)	(31.0, 47644.0)	(32.0, 61670.0)	(33.0, 77915.0)	(34.0, 104358.0)	(35.0, 145265.0)	(36.0, 226381.0)	(37.0, 392892.0)	(38.0, 1345325.0)	(39.0, 17767407.0)	(40.0, 7697961.0)
TS047_RoL_RNA_502_1	(15.0, 1.0)	(16.0, 18.0)	(17.0, 127.0)	(18.0, 308.0)	(19.0, 419.0)	(20.0, 702.0)	(21.0, 1182.0)	(22.0, 2263.0)	(23.0, 4142.0)	(24.0, 6726.0)	(25.0, 9489.0)	(26.0, 12401.0)	(27.0, 15223.0)	(28.0, 19408.0)	(29.0, 23617.0)	(30.0, 30123.0)	(31.0, 38517.0)	(32.0, 51582.0)	(33.0, 66273.0)	(34.0, 88680.0)	(35.0, 122569.0)	(36.0, 187719.0)	(37.0, 313699.0)	(38.0, 962515.0)	(39.0, 14435261.0)	(40.0, 8942529.0)			
TS047_RoL_RNA_502_2	(12.0, 1.0)	(13.0, 9.0)	(14.0, 72.0)	(15.0, 543.0)	(16.0, 2423.0)	(17.0, 4877.0)	(18.0, 6032.0)	(19.0, 6408.0)	(20.0, 7806.0)	(21.0, 9124.0)	(22.0, 10819.0)	(23.0, 12706.0)	(24.0, 15933.0)	(25.0, 18846.0)	(26.0, 22428.0)	(27.0, 26159.0)	(28.0, 31680.0)	(29.0, 37507.0)	(30.0, 45195.0)	(31.0, 54923.0)	(32.0, 69801.0)	(33.0, 86253.0)	(34.0, 112374.0)	(35.0, 151989.0)	(36.0, 228673.0)	(37.0, 376470.0)	(38.0, 1149593.0)	(39.0, 15331979.0)	(40.0, 7514870.0)
TS047_RoL_RNA_506_1	(15.0, 2.0)	(16.0, 18.0)	(17.0, 138.0)	(18.0, 379.0)	(19.0, 531.0)	(20.0, 950.0)	(21.0, 1671.0)	(22.0, 3020.0)	(23.0, 5203.0)	(24.0, 7859.0)	(25.0, 11268.0)	(26.0, 15006.0)	(27.0, 18612.0)	(28.0, 24004.0)	(29.0, 29111.0)	(30.0, 36982.0)	(31.0, 47166.0)	(32.0, 62525.0)	(33.0, 80165.0)	(34.0, 106398.0)	(35.0, 145347.0)	(36.0, 220777.0)	(37.0, 364633.0)	(38.0, 1092437.0)	(39.0, 16313464.0)	(40.0, 10122540.0)			
TS047_RoL_RNA_506_2	(13.0, 14.0)	(14.0, 97.0)	(15.0, 641.0)	(16.0, 2894.0)	(17.0, 5982.0)	(18.0, 8277.0)	(19.0, 8914.0)	(20.0, 10385.0)	(21.0, 12193.0)	(22.0, 14389.0)	(23.0, 16884.0)	(24.0, 20840.0)	(25.0, 24842.0)	(26.0, 29230.0)	(27.0, 33894.0)	(28.0, 40397.0)	(29.0, 46488.0)	(30.0, 55970.0)	(31.0, 66824.0)	(32.0, 84866.0)	(33.0, 104240.0)	(34.0, 135315.0)	(35.0, 183415.0)	(36.0, 274818.0)	(37.0, 453334.0)	(38.0, 1423560.0)	(39.0, 17748641.0)	(40.0, 7902862.0)	
TS047_RoL_RNA_51_1	(16.0, 12.0)	(17.0, 77.0)	(18.0, 239.0)	(19.0, 404.0)	(20.0, 699.0)	(21.0, 1203.0)	(22.0, 2105.0)	(23.0, 3849.0)	(24.0, 6232.0)	(25.0, 9062.0)	(26.0, 12116.0)	(27.0, 15076.0)	(28.0, 19511.0)	(29.0, 23902.0)	(30.0, 30269.0)	(31.0, 38426.0)	(32.0, 51271.0)	(33.0, 66218.0)	(34.0, 88919.0)	(35.0, 120875.0)	(36.0, 183372.0)	(37.0, 298425.0)	(38.0, 899263.0)	(39.0, 13752818.0)	(40.0, 8886679.0)				
TS047_RoL_RNA_51_2	(13.0, 7.0)	(14.0, 73.0)	(15.0, 535.0)	(16.0, 2347.0)	(17.0, 4611.0)	(18.0, 5788.0)	(19.0, 6278.0)	(20.0, 7499.0)	(21.0, 8930.0)	(22.0, 10728.0)	(23.0, 12508.0)	(24.0, 15680.0)	(25.0, 18344.0)	(26.0, 22439.0)	(27.0, 26364.0)	(28.0, 32100.0)	(29.0, 37315.0)	(30.0, 45211.0)	(31.0, 54548.0)	(32.0, 69070.0)	(33.0, 85058.0)	(34.0, 111601.0)	(35.0, 150155.0)	(36.0, 225062.0)	(37.0, 364256.0)	(38.0, 1098857.0)	(39.0, 14774665.0)	(40.0, 7320993.0)	
TS047_RoL_RNA_526_1	(15.0, 2.0)	(16.0, 24.0)	(17.0, 197.0)	(18.0, 469.0)	(19.0, 678.0)	(20.0, 1096.0)	(21.0, 1921.0)	(22.0, 3406.0)	(23.0, 5920.0)	(24.0, 9499.0)	(25.0, 13600.0)	(26.0, 18160.0)	(27.0, 22615.0)	(28.0, 29156.0)	(29.0, 35666.0)	(30.0, 45267.0)	(31.0, 57335.0)	(32.0, 76848.0)	(33.0, 99226.0)	(34.0, 132383.0)	(35.0, 182503.0)	(36.0, 276964.0)	(37.0, 459523.0)	(38.0, 1381198.0)	(39.0, 21322307.0)	(40.0, 12980549.0)			
TS047_RoL_RNA_526_2	(13.0, 8.0)	(14.0, 109.0)	(15.0, 737.0)	(16.0, 3305.0)	(17.0, 6665.0)	(18.0, 8723.0)	(19.0, 9319.0)	(20.0, 10988.0)	(21.0, 12982.0)	(22.0, 15615.0)	(23.0, 18635.0)	(24.0, 23035.0)	(25.0, 27197.0)	(26.0, 32496.0)	(27.0, 38076.0)	(28.0, 46461.0)	(29.0, 53917.0)	(30.0, 65225.0)	(31.0, 78687.0)	(32.0, 100342.0)	(33.0, 122944.0)	(34.0, 160411.0)	(35.0, 216773.0)	(36.0, 325779.0)	(37.0, 533063.0)	(38.0, 1650278.0)	(39.0, 22762548.0)	(40.0, 10832194.0)	
TS047_RoL_RNA_528_1	(16.0, 19.0)	(17.0, 134.0)	(18.0, 393.0)	(19.0, 531.0)	(20.0, 847.0)	(21.0, 1525.0)	(22.0, 2784.0)	(23.0, 4827.0)	(24.0, 7789.0)	(25.0, 11324.0)	(26.0, 15309.0)	(27.0, 19084.0)	(28.0, 24284.0)	(29.0, 30143.0)	(30.0, 38686.0)	(31.0, 49323.0)	(32.0, 66750.0)	(33.0, 85512.0)	(34.0, 116084.0)	(35.0, 158852.0)	(36.0, 242028.0)	(37.0, 406042.0)	(38.0, 1245912.0)	(39.0, 19315805.0)	(40.0, 12441703.0)				
TS047_RoL_RNA_528_2	(12.0, 1.0)	(13.0, 12.0)	(14.0, 113.0)	(15.0, 696.0)	(16.0, 2988.0)	(17.0, 5812.0)	(18.0, 7348.0)	(19.0, 7797.0)	(20.0, 9400.0)	(21.0, 10947.0)	(22.0, 13306.0)	(23.0, 15872.0)	(24.0, 19453.0)	(25.0, 23429.0)	(26.0, 27933.0)	(27.0, 33127.0)	(28.0, 40305.0)	(29.0, 46849.0)	(30.0, 56873.0)	(31.0, 69097.0)	(32.0, 88441.0)	(33.0, 109743.0)	(34.0, 143803.0)	(35.0, 196526.0)	(36.0, 299086.0)	(37.0, 489590.0)	(38.0, 1488273.0)	(39.0, 20769019.0)	(40.0, 10309851.0)
TS047_RoL_RNA_530_1	(15.0, 2.0)	(16.0, 16.0)	(17.0, 116.0)	(18.0, 343.0)	(19.0, 465.0)	(20.0, 756.0)	(21.0, 1409.0)	(22.0, 2408.0)	(23.0, 4077.0)	(24.0, 6579.0)	(25.0, 9666.0)	(26.0, 12900.0)	(27.0, 15630.0)	(28.0, 20259.0)	(29.0, 24921.0)	(30.0, 31417.0)	(31.0, 40175.0)	(32.0, 53280.0)	(33.0, 68497.0)	(34.0, 92394.0)	(35.0, 125700.0)	(36.0, 192062.0)	(37.0, 320498.0)	(38.0, 969018.0)	(39.0, 14548147.0)	(40.0, 9113481.0)			
TS047_RoL_RNA_530_2	(13.0, 10.0)	(14.0, 86.0)	(15.0, 541.0)	(16.0, 2268.0)	(17.0, 4489.0)	(18.0, 5689.0)	(19.0, 5797.0)	(20.0, 6959.0)	(21.0, 8030.0)	(22.0, 9707.0)	(23.0, 11639.0)	(24.0, 14130.0)	(25.0, 16928.0)	(26.0, 20609.0)	(27.0, 23806.0)	(28.0, 29083.0)	(29.0, 34224.0)	(30.0, 41331.0)	(31.0, 50739.0)	(32.0, 65117.0)	(33.0, 80470.0)	(34.0, 106044.0)	(35.0, 144365.0)	(36.0, 216696.0)	(37.0, 353125.0)	(38.0, 1086122.0)	(39.0, 15515539.0)	(40.0, 7800673.0)	
TS047_RoL_RNA_532_1	(16.0, 20.0)	(17.0, 107.0)	(18.0, 259.0)	(19.0, 326.0)	(20.0, 547.0)	(21.0, 988.0)	(22.0, 1865.0)	(23.0, 3497.0)	(24.0, 5454.0)	(25.0, 7954.0)	(26.0, 10882.0)	(27.0, 13437.0)	(28.0, 17437.0)	(29.0, 21464.0)	(30.0, 27362.0)	(31.0, 35443.0)	(32.0, 47923.0)	(33.0, 62068.0)	(34.0, 83983.0)	(35.0, 116734.0)	(36.0, 178955.0)	(37.0, 304503.0)	(38.0, 946387.0)	(39.0, 14848028.0)	(40.0, 9547625.0)				
TS047_RoL_RNA_532_2	(13.0, 7.0)	(14.0, 88.0)	(15.0, 516.0)	(16.0, 2144.0)	(17.0, 4294.0)	(18.0, 5455.0)	(19.0, 5735.0)	(20.0, 6853.0)	(21.0, 8330.0)	(22.0, 10029.0)	(23.0, 11730.0)	(24.0, 14882.0)	(25.0, 17511.0)	(26.0, 21016.0)	(27.0, 24710.0)	(28.0, 30524.0)	(29.0, 35121.0)	(30.0, 43020.0)	(31.0, 52336.0)	(32.0, 66778.0)	(33.0, 83007.0)	(34.0, 109039.0)	(35.0, 148214.0)	(36.0, 224935.0)	(37.0, 371625.0)	(38.0, 1158701.0)	(39.0, 16018869.0)	(40.0, 7807779.0)	
TS047_RoL_RNA_559_1	(16.0, 12.0)	(17.0, 96.0)	(18.0, 281.0)	(19.0, 402.0)	(20.0, 704.0)	(21.0, 1207.0)	(22.0, 2273.0)	(23.0, 3968.0)	(24.0, 6273.0)	(25.0, 9279.0)	(26.0, 12319.0)	(27.0, 15125.0)	(28.0, 19716.0)	(29.0, 24354.0)	(30.0, 31091.0)	(31.0, 39640.0)	(32.0, 53197.0)	(33.0, 67993.0)	(34.0, 90292.0)	(35.0, 123721.0)	(36.0, 187375.0)	(37.0, 308738.0)	(38.0, 932666.0)	(39.0, 14630116.0)	(40.0, 9042217.0)				
TS047_RoL_RNA_559_2	(13.0, 13.0)	(14.0, 66.0)	(15.0, 515.0)	(16.0, 2250.0)	(17.0, 4558.0)	(18.0, 5867.0)	(19.0, 6202.0)	(20.0, 7540.0)	(21.0, 8925.0)	(22.0, 10985.0)	(23.0, 12868.0)	(24.0, 16058.0)	(25.0, 18763.0)	(26.0, 22630.0)	(27.0, 26236.0)	(28.0, 32065.0)	(29.0, 37271.0)	(30.0, 45524.0)	(31.0, 54243.0)	(32.0, 69091.0)	(33.0, 84737.0)	(34.0, 110134.0)	(35.0, 149291.0)	(36.0, 224435.0)	(37.0, 362738.0)	(38.0, 1113664.0)	(39.0, 15573245.0)	(40.0, 7603141.0)	
TS047_RoL_RNA_561_1	(16.0, 15.0)	(17.0, 159.0)	(18.0, 368.0)	(19.0, 505.0)	(20.0, 802.0)	(21.0, 1539.0)	(22.0, 2687.0)	(23.0, 4792.0)	(24.0, 7784.0)	(25.0, 11135.0)	(26.0, 14731.0)	(27.0, 18153.0)	(28.0, 23289.0)	(29.0, 28731.0)	(30.0, 36910.0)	(31.0, 46729.0)	(32.0, 62504.0)	(33.0, 80556.0)	(34.0, 106967.0)	(35.0, 146974.0)	(36.0, 220045.0)	(37.0, 360387.0)	(38.0, 1064104.0)	(39.0, 17036209.0)	(40.0, 11442717.0)				
TS047_RoL_RNA_561_2	(13.0, 6.0)	(14.0, 79.0)	(15.0, 642.0)	(16.0, 2763.0)	(17.0, 5829.0)	(18.0, 7741.0)	(19.0, 8353.0)	(20.0, 9944.0)	(21.0, 11707.0)	(22.0, 13862.0)	(23.0, 16351.0)	(24.0, 20460.0)	(25.0, 23981.0)	(26.0, 28224.0)	(27.0, 33392.0)	(28.0, 40062.0)	(29.0, 46701.0)	(30.0, 55862.0)	(31.0, 67670.0)	(32.0, 86171.0)	(33.0, 106403.0)	(34.0, 138913.0)	(35.0, 187060.0)	(36.0, 282123.0)	(37.0, 458384.0)	(38.0, 1399096.0)	(39.0, 18652438.0)	(40.0, 9014575.0)	
TS047_RoL_RNA_562_1	(16.0, 17.0)	(17.0, 118.0)	(18.0, 259.0)	(19.0, 418.0)	(20.0, 720.0)	(21.0, 1239.0)	(22.0, 2388.0)	(23.0, 4189.0)	(24.0, 6469.0)	(25.0, 9295.0)	(26.0, 12693.0)	(27.0, 15708.0)	(28.0, 20197.0)	(29.0, 24886.0)	(30.0, 31840.0)	(31.0, 40737.0)	(32.0, 54834.0)	(33.0, 70616.0)	(34.0, 95154.0)	(35.0, 129495.0)	(36.0, 197112.0)	(37.0, 329708.0)	(38.0, 1020391.0)	(39.0, 15182551.0)	(40.0, 9105851.0)				
TS047_RoL_RNA_562_2	(12.0, 1.0)	(13.0, 5.0)	(14.0, 74.0)	(15.0, 545.0)	(16.0, 2412.0)	(17.0, 4756.0)	(18.0, 6141.0)	(19.0, 6502.0)	(20.0, 7744.0)	(21.0, 9286.0)	(22.0, 11085.0)	(23.0, 13095.0)	(24.0, 16437.0)	(25.0, 19558.0)	(26.0, 23325.0)	(27.0, 27421.0)	(28.0, 33194.0)	(29.0, 38704.0)	(30.0, 46491.0)	(31.0, 56613.0)	(32.0, 72060.0)	(33.0, 88510.0)	(34.0, 116450.0)	(35.0, 157727.0)	(36.0, 235685.0)	(37.0, 384433.0)	(38.0, 1194219.0)	(39.0, 16088916.0)	(40.0, 7695496.0)
TS047_RoL_RNA_586_1	(15.0, 2.0)	(16.0, 17.0)	(17.0, 119.0)	(18.0, 254.0)	(19.0, 428.0)	(20.0, 750.0)	(21.0, 1290.0)	(22.0, 2374.0)	(23.0, 4044.0)	(24.0, 6390.0)	(25.0, 9034.0)	(26.0, 12230.0)	(27.0, 15017.0)	(28.0, 19286.0)	(29.0, 23448.0)	(30.0, 29905.0)	(31.0, 37826.0)	(32.0, 50664.0)	(33.0, 64755.0)	(34.0, 86011.0)	(35.0, 116410.0)	(36.0, 175782.0)	(37.0, 289771.0)	(38.0, 879847.0)	(39.0, 12971585.0)	(40.0, 7782687.0)			
TS047_RoL_RNA_586_2	(13.0, 9.0)	(14.0, 60.0)	(15.0, 537.0)	(16.0, 2399.0)	(17.0, 4944.0)	(18.0, 6070.0)	(19.0, 6375.0)	(20.0, 7603.0)	(21.0, 8887.0)	(22.0, 11067.0)	(23.0, 12816.0)	(24.0, 15886.0)	(25.0, 18841.0)	(26.0, 22497.0)	(27.0, 26208.0)	(28.0, 32206.0)	(29.0, 37885.0)	(30.0, 45530.0)	(31.0, 54983.0)	(32.0, 69974.0)	(33.0, 84738.0)	(34.0, 109796.0)	(35.0, 146398.0)	(36.0, 213780.0)	(37.0, 340150.0)	(38.0, 1008285.0)	(39.0, 13529140.0)	(40.0, 6762862.0)	
TS047_RoL_RNA_616_1	(16.0, 7.0)	(17.0, 59.0)	(18.0, 208.0)	(19.0, 318.0)	(20.0, 523.0)	(21.0, 907.0)	(22.0, 1731.0)	(23.0, 2907.0)	(24.0, 4780.0)	(25.0, 6885.0)	(26.0, 9401.0)	(27.0, 11725.0)	(28.0, 15479.0)	(29.0, 18650.0)	(30.0, 24093.0)	(31.0, 30906.0)	(32.0, 41868.0)	(33.0, 53009.0)	(34.0, 71761.0)	(35.0, 99165.0)	(36.0, 150159.0)	(37.0, 249025.0)	(38.0, 743667.0)	(39.0, 12031150.0)	(40.0, 7859674.0)				
TS047_RoL_RNA_616_2	(13.0, 5.0)	(14.0, 58.0)	(15.0, 419.0)	(16.0, 1797.0)	(17.0, 3739.0)	(18.0, 4827.0)	(19.0, 5130.0)	(20.0, 6170.0)	(21.0, 7175.0)	(22.0, 8853.0)	(23.0, 10078.0)	(24.0, 12730.0)	(25.0, 15170.0)	(26.0, 18073.0)	(27.0, 21130.0)	(28.0, 26002.0)	(29.0, 30357.0)	(30.0, 36734.0)	(31.0, 44459.0)	(32.0, 57009.0)	(33.0, 69682.0)	(34.0, 90649.0)	(35.0, 123036.0)	(36.0, 186024.0)	(37.0, 303899.0)	(38.0, 943580.0)	(39.0, 13165128.0)	(40.0, 6236144.0)	
TS047_RoL_RNA_618_1	(16.0, 11.0)	(17.0, 114.0)	(18.0, 278.0)	(19.0, 461.0)	(20.0, 743.0)	(21.0, 1355.0)	(22.0, 2365.0)	(23.0, 4225.0)	(24.0, 6875.0)	(25.0, 10051.0)	(26.0, 13266.0)	(27.0, 16664.0)	(28.0, 21442.0)	(29.0, 26126.0)	(30.0, 33564.0)	(31.0, 42770.0)	(32.0, 57138.0)	(33.0, 73394.0)	(34.0, 98224.0)	(35.0, 134081.0)	(36.0, 202544.0)	(37.0, 332265.0)	(38.0, 1004758.0)	(39.0, 16030768.0)	(40.0, 10191861.0)				
TS047_RoL_RNA_618_2	(13.0, 12.0)	(14.0, 91.0)	(15.0, 692.0)	(16.0, 2742.0)	(17.0, 5595.0)	(18.0, 7496.0)	(19.0, 7918.0)	(20.0, 9674.0)	(21.0, 11547.0)	(22.0, 13804.0)	(23.0, 16356.0)	(24.0, 20347.0)	(25.0, 23962.0)	(26.0, 28670.0)	(27.0, 33673.0)	(28.0, 41110.0)	(29.0, 47220.0)	(30.0, 57306.0)	(31.0, 68701.0)	(32.0, 86843.0)	(33.0, 105663.0)	(34.0, 136499.0)	(35.0, 183121.0)	(36.0, 271307.0)	(37.0, 439967.0)	(38.0, 1367234.0)	(39.0, 17612297.0)	(40.0, 7705496.0)	
TS047_RoL_RNA_646_1	(16.0, 12.0)	(17.0, 90.0)	(18.0, 255.0)	(19.0, 367.0)	(20.0, 697.0)	(21.0, 1188.0)	(22.0, 2052.0)	(23.0, 3842.0)	(24.0, 6233.0)	(25.0, 8972.0)	(26.0, 11774.0)	(27.0, 14592.0)	(28.0, 18725.0)	(29.0, 22358.0)	(30.0, 29278.0)	(31.0, 37100.0)	(32.0, 49151.0)	(33.0, 62791.0)	(34.0, 83743.0)	(35.0, 114427.0)	(36.0, 173681.0)	(37.0, 290491.0)	(38.0, 886492.0)	(39.0, 13180388.0)	(40.0, 7814261.0)				
TS047_RoL_RNA_646_2	(13.0, 8.0)	(14.0, 92.0)	(15.0, 534.0)	(16.0, 2167.0)	(17.0, 4234.0)	(18.0, 5906.0)	(19.0, 6442.0)	(20.0, 7577.0)	(21.0, 8842.0)	(22.0, 10896.0)	(23.0, 12675.0)	(24.0, 15927.0)	(25.0, 18548.0)	(26.0, 22154.0)	(27.0, 25682.0)	(28.0, 31143.0)	(29.0, 36260.0)	(30.0, 43560.0)	(31.0, 52520.0)	(32.0, 66771.0)	(33.0, 81417.0)	(34.0, 106492.0)	(35.0, 142322.0)	(36.0, 215515.0)	(37.0, 350391.0)	(38.0, 1102202.0)	(39.0, 14174657.0)	(40.0, 6268026.0)	
TS047_RoL_RNA_651_1	(16.0, 18.0)	(17.0, 119.0)	(18.0, 274.0)	(19.0, 452.0)	(20.0, 744.0)	(21.0, 1288.0)	(22.0, 2318.0)	(23.0, 4200.0)	(24.0, 6811.0)	(25.0, 9650.0)	(26.0, 13094.0)	(27.0, 16017.0)	(28.0, 20676.0)	(29.0, 25244.0)	(30.0, 32136.0)	(31.0, 41015.0)	(32.0, 54886.0)	(33.0, 70048.0)	(34.0, 94639.0)	(35.0, 129597.0)	(36.0, 198383.0)	(37.0, 330359.0)	(38.0, 995445.0)	(39.0, 15606150.0)	(40.0, 9738081.0)				
TS047_RoL_RNA_651_2	(13.0, 11.0)	(14.0, 66.0)	(15.0, 524.0)	(16.0, 2270.0)	(17.0, 4607.0)	(18.0, 6254.0)	(19.0, 6646.0)	(20.0, 8151.0)	(21.0, 9373.0)	(22.0, 11230.0)	(23.0, 13441.0)	(24.0, 16754.0)	(25.0, 19917.0)	(26.0, 23857.0)	(27.0, 27846.0)	(28.0, 33484.0)	(29.0, 39301.0)	(30.0, 47116.0)	(31.0, 57583.0)	(32.0, 73562.0)	(33.0, 91010.0)	(34.0, 119395.0)	(35.0, 162607.0)	(36.0, 246941.0)	(37.0, 406378.0)	(38.0, 1270994.0)	(39.0, 16936198.0)	(40.0, 7756128.0)	
TS047_RoL_RNA_652_1	(15.0, 2.0)	(16.0, 10.0)	(17.0, 83.0)	(18.0, 168.0)	(19.0, 253.0)	(20.0, 502.0)	(21.0, 966.0)	(22.0, 1777.0)	(23.0, 3188.0)	(24.0, 5329.0)	(25.0, 7471.0)	(26.0, 10068.0)	(27.0, 12331.0)	(28.0, 16000.0)	(29.0, 19463.0)	(30.0, 24972.0)	(31.0, 31998.0)	(32.0, 42557.0)	(33.0, 55702.0)	(34.0, 74640.0)	(35.0, 102298.0)	(36.0, 156042.0)	(37.0, 259729.0)	(38.0, 793977.0)	(39.0, 12235137.0)	(40.0, 7816455.0)			
TS047_RoL_RNA_652_2	(12.0, 1.0)	(13.0, 10.0)	(14.0, 80.0)	(15.0, 491.0)	(16.0, 1764.0)	(17.0, 3586.0)	(18.0, 4868.0)	(19.0, 5285.0)	(20.0, 6396.0)	(21.0, 7521.0)	(22.0, 9198.0)	(23.0, 11161.0)	(24.0, 13591.0)	(25.0, 16167.0)	(26.0, 19419.0)	(27.0, 22800.0)	(28.0, 27766.0)	(29.0, 32126.0)	(30.0, 39156.0)	(31.0, 47162.0)	(32.0, 60207.0)	(33.0, 75232.0)	(34.0, 98364.0)	(35.0, 133932.0)	(36.0, 201361.0)	(37.0, 334887.0)	(38.0, 1061771.0)	(39.0, 13485683.0)	(40.0, 5951133.0)
