Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TS047_RoL_RNA_562_1	(1.0, 13.731117652847333)	(2.0, 8.149599596025626)	(3.0, 5.906988248615142)	(4.0, 4.418755907492915)	(5.0, 3.283617021961041)	(6.0, 2.573015915083622)	(7.0, 2.0592454890462304)	(8.0, 1.5892141505583621)	(9.0, 1.3146467591227355)	('>10', 17.79367942508339)	('>50', 7.618374347713444)	('>100', 19.200989302458805)	('>500', 6.813259245204479)	('>1k', 5.458054931334099)	('>5k', 0.0894420074527558)	('>10k+', 0.0)
TS047_RoL_RNA_562_2	(1.0, 14.238806346401752)	(2.0, 7.5456998784975235)	(3.0, 5.403327187602455)	(4.0, 4.053444460557527)	(5.0, 3.1436242024737897)	(6.0, 2.420634535700413)	(7.0, 1.9020272168805665)	(8.0, 1.5452087765719138)	(9.0, 1.3022717179741772)	('>10', 17.288307966202037)	('>50', 8.236300493189361)	('>100', 20.647848559643222)	('>500', 7.167593040118709)	('>1k', 4.757338576940994)	('>5k', 0.1975833454108315)	('>10k+', 0.14998369583477314)
TS047_RoL_RNA_586_1	(1.0, 11.43650303437019)	(2.0, 6.471104205017212)	(3.0, 4.730321865876162)	(4.0, 3.5388739923288886)	(5.0, 2.6576397711026787)	(6.0, 2.0134996602879687)	(7.0, 1.6795153104952838)	(8.0, 1.3124950028824534)	(9.0, 1.125159280609065)	('>10', 16.17454914221757)	('>50', 7.76014392685491)	('>100', 21.1126188377059)	('>500', 8.821748613424155)	('>1k', 10.582682641144137)	('>5k', 0.41670671870595716)	('>10k+', 0.1664379969773652)
TS047_RoL_RNA_586_2	(1.0, 11.885672930184924)	(2.0, 6.0714494539509865)	(3.0, 4.360360415736009)	(4.0, 3.1951251730140213)	(5.0, 2.364673715183641)	(6.0, 1.9154991499036353)	(7.0, 1.577514793473029)	(8.0, 1.2799393860576083)	(9.0, 1.1303292508363307)	('>10', 15.674223532651954)	('>50', 7.802393171801915)	('>100', 22.36224834008553)	('>500', 9.369889277007394)	('>1k', 10.015047076135145)	('>5k', 0.550102312081258)	('>10k+', 0.44553202189657715)
TS047_RoL_RNA_616_1	(1.0, 12.232324095369494)	(2.0, 6.973036007433456)	(3.0, 4.7284366936550875)	(4.0, 3.3194543579338944)	(5.0, 2.4155875849405213)	(6.0, 1.8703304504798277)	(7.0, 1.4663579428118392)	(8.0, 1.1683249126652884)	(9.0, 0.9638067389421656)	('>10', 13.446499589906288)	('>50', 6.83117044362124)	('>100', 19.91741131267471)	('>500', 9.233540194720787)	('>1k', 13.544102267021863)	('>5k', 1.8070132285323486)	('>10k+', 0.08260417929114358)
TS047_RoL_RNA_616_2	(1.0, 12.60669560853528)	(2.0, 6.429767296728298)	(3.0, 4.253992503055358)	(4.0, 3.0994186744370285)	(5.0, 2.251939153779859)	(6.0, 1.6918862101550594)	(7.0, 1.2908873665087592)	(8.0, 1.058837647664112)	(9.0, 0.8840345006685645)	('>10', 12.533120479977516)	('>50', 6.720539275832681)	('>100', 21.322577672372613)	('>500', 10.636593554507515)	('>1k', 13.358897113549844)	('>5k', 1.3801334327639954)	('>10k+', 0.48067950946363336)
TS047_RoL_RNA_618_1	(1.0, 11.571020425240217)	(2.0, 6.7590684603190825)	(3.0, 4.79057399183223)	(4.0, 3.5720770535571633)	(5.0, 2.804723333399107)	(6.0, 2.109425920611665)	(7.0, 1.7019254451836028)	(8.0, 1.3593484458964002)	(9.0, 1.2056443560932912)	('>10', 15.82519696462635)	('>50', 7.099279493156267)	('>100', 19.4075142042077)	('>500', 8.590959361722097)	('>1k', 12.288568488190439)	('>5k', 0.754027695220617)	('>10k+', 0.16064636074377972)
TS047_RoL_RNA_618_2	(1.0, 12.218386282056649)	(2.0, 6.317747326187487)	(3.0, 4.433449346847533)	(4.0, 3.308123389589166)	(5.0, 2.5161717443929326)	(6.0, 1.9754141808754726)	(7.0, 1.571872663993857)	(8.0, 1.2798262986720352)	(9.0, 1.123092939720288)	('>10', 15.084237591524975)	('>50', 7.01550244044663)	('>100', 20.593869559665393)	('>500', 9.234959512049745)	('>1k', 11.488578959278406)	('>5k', 0.9101802680463287)	('>10k+', 0.9285874966530749)
TS047_RoL_RNA_646_1	(1.0, 16.262524618216474)	(2.0, 9.713226357893332)	(3.0, 6.9797808761115)	(4.0, 4.910473003300531)	(5.0, 3.7116741357076073)	(6.0, 2.8962243368286567)	(7.0, 2.274463962248542)	(8.0, 1.9060529198711176)	(9.0, 1.532225092298798)	('>10', 19.846798270326918)	('>50', 7.409006338103293)	('>100', 15.092856039710034)	('>500', 4.2962778368495345)	('>1k', 3.088896546452864)	('>5k', 0.07951966608091073)	('>10k+', 0.0)
TS047_RoL_RNA_646_2	(1.0, 16.80642411759235)	(2.0, 9.100283836310565)	(3.0, 6.555054723726894)	(4.0, 4.76564927550393)	(5.0, 3.72847955258207)	(6.0, 2.7431941672708287)	(7.0, 2.23653674749259)	(8.0, 1.8894918986067617)	(9.0, 1.5330199891703886)	('>10', 19.921355987220508)	('>50', 7.460376335883642)	('>100', 15.367927979229675)	('>500', 4.731277766216067)	('>1k', 2.838085121242502)	('>5k', 0.1473029203054939)	('>10k+', 0.17553958164568045)
TS047_RoL_RNA_651_1	(1.0, 14.282723919691565)	(2.0, 8.618336884630102)	(3.0, 6.165544623043327)	(4.0, 4.659826108578166)	(5.0, 3.4441142234016118)	(6.0, 2.6694520549420133)	(7.0, 2.1199136047742253)	(8.0, 1.7084197654559954)	(9.0, 1.3659955491161888)	('>10', 16.95064247344287)	('>50', 6.546046818328022)	('>100', 16.072177775183974)	('>500', 5.57676953878338)	('>1k', 8.397238500796668)	('>5k', 1.2758998423369523)	('>10k+', 0.14689831749502752)
TS047_RoL_RNA_651_2	(1.0, 14.91655436168082)	(2.0, 7.943962869669844)	(3.0, 5.856462710385671)	(4.0, 4.3114756705515)	(5.0, 3.3374408922898393)	(6.0, 2.5536527589626785)	(7.0, 2.01145288413674)	(8.0, 1.6563674867775078)	(9.0, 1.338455755687175)	('>10', 16.501341768678373)	('>50', 6.599878503870188)	('>100', 16.182929422209465)	('>500', 6.734437311725665)	('>1k', 8.859740891113196)	('>5k', 0.9475413081455523)	('>10k+', 0.2483054041156137)
TS047_RoL_RNA_652_1	(1.0, 17.52803417335054)	(2.0, 10.364766123612174)	(3.0, 7.436526855791688)	(4.0, 5.348212071938859)	(5.0, 3.9543061468577467)	(6.0, 2.9883713847140534)	(7.0, 2.3950486193255425)	(8.0, 1.8998541603796437)	(9.0, 1.5057599470647254)	('>10', 18.96651568236847)	('>50', 7.182792478399634)	('>100', 14.554274701758823)	('>500', 3.517218894193283)	('>1k', 2.358318760244884)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_652_2	(1.0, 18.13472464088074)	(2.0, 9.724370207828873)	(3.0, 7.006627504365739)	(4.0, 4.982069279245984)	(5.0, 3.803106687323736)	(6.0, 2.8903547103032134)	(7.0, 2.3174805520302133)	(8.0, 1.8683440821839437)	(9.0, 1.5453483999736166)	('>10', 19.0959632265827)	('>50', 7.206971510005103)	('>100', 14.88046199978252)	('>500', 3.8093270460438275)	('>1k', 2.3406112495458227)	('>5k', 0.2469295514834363)	('>10k+', 0.14730935242062362)
TS047_RoL_RNA_655_1	(1.0, 13.340879569320698)	(2.0, 7.656135856430295)	(3.0, 5.488517925036553)	(4.0, 3.9704257785806987)	(5.0, 2.9220151140370763)	(6.0, 2.196907015531643)	(7.0, 1.7554209710288724)	(8.0, 1.4178591641546434)	(9.0, 1.1593660692771324)	('>10', 14.046999654942605)	('>50', 6.205751656363052)	('>100', 17.7084765566992)	('>500', 7.499189677548057)	('>1k', 11.407304357177232)	('>5k', 2.6346464425496308)	('>10k+', 0.5901041913227438)
TS047_RoL_RNA_655_2	(1.0, 14.281848800579208)	(2.0, 7.241395539799937)	(3.0, 5.14963474810503)	(4.0, 3.723095462057937)	(5.0, 2.6987838359089777)	(6.0, 2.027843645920634)	(7.0, 1.642147009361911)	(8.0, 1.2887324839314198)	(9.0, 1.0722986701801467)	('>10', 13.199429886208913)	('>50', 6.036452062547159)	('>100', 18.11733770923644)	('>500', 8.451532177843985)	('>1k', 12.832354371988108)	('>5k', 1.5593113631089337)	('>10k+', 0.6778022332212699)
TS047_RoL_RNA_676_1	(1.0, 15.150169178976425)	(2.0, 9.096272634587603)	(3.0, 6.763246611707221)	(4.0, 4.8925644858677915)	(5.0, 3.68390866752999)	(6.0, 2.8776324297572593)	(7.0, 2.2503715684072665)	(8.0, 1.8217522654652718)	(9.0, 1.5518134376157062)	('>10', 18.046855406836443)	('>50', 6.401848102418689)	('>100', 13.985395130613828)	('>500', 5.216621375324007)	('>1k', 7.53477291559959)	('>5k', 0.583781964178138)	('>10k+', 0.1429938251147549)
TS047_RoL_RNA_676_2	(1.0, 15.801383916681008)	(2.0, 8.704038197766248)	(3.0, 6.512270642866223)	(4.0, 4.721862127416922)	(5.0, 3.5558067219712406)	(6.0, 2.8439570821299087)	(7.0, 2.2187925972067593)	(8.0, 1.827729180518554)	(9.0, 1.525761412810575)	('>10', 17.825732601687214)	('>50', 6.425990727400907)	('>100', 14.057640802914998)	('>500', 5.6097411853659445)	('>1k', 7.15926549575215)	('>5k', 0.6747562289919874)	('>10k+', 0.5352710785192937)
TS047_RoL_RNA_677_1	(1.0, 16.27139533976849)	(2.0, 9.622469032145686)	(3.0, 7.14416973805016)	(4.0, 5.1627500762344)	(5.0, 3.973967041435716)	(6.0, 3.0763090992532405)	(7.0, 2.471484927834809)	(8.0, 2.019280694336843)	(9.0, 1.7163303851710812)	('>10', 20.220082138733495)	('>50', 7.211979578347787)	('>100', 14.504622516418861)	('>500', 3.7794664950070778)	('>1k', 2.825692937262394)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_677_2	(1.0, 17.156939965588872)	(2.0, 9.047855065316604)	(3.0, 6.807582871360876)	(4.0, 5.059059258631065)	(5.0, 3.9111514477510934)	(6.0, 3.0855413750044596)	(7.0, 2.4947671502220206)	(8.0, 1.9730425282270894)	(9.0, 1.6525226295239979)	('>10', 20.317514520643865)	('>50', 7.304991326930438)	('>100', 14.52826064486272)	('>500', 3.958171926925571)	('>1k', 2.3311412346550937)	('>5k', 0.28800560155594634)	('>10k+', 0.08345245280019571)
TS047_RoL_RNA_678_1	(1.0, 15.781294495065884)	(2.0, 9.498509745412925)	(3.0, 6.867556460767715)	(4.0, 4.972641480746737)	(5.0, 3.6988256824615866)	(6.0, 2.8590744091934104)	(7.0, 2.436013024379722)	(8.0, 1.8497739148897825)	(9.0, 1.62772285151038)	('>10', 19.558177583282568)	('>50', 7.126837773439237)	('>100', 14.642032205970276)	('>500', 4.568566852207443)	('>1k', 4.3651663613147536)	('>5k', 0.1478071593575015)	('>10k+', 0.0)
TS047_RoL_RNA_678_2	(1.0, 16.38633903206043)	(2.0, 8.923773565257884)	(3.0, 6.568599182078323)	(4.0, 4.75803336095924)	(5.0, 3.622093326652588)	(6.0, 2.876473420164834)	(7.0, 2.317567815161321)	(8.0, 1.8679583769866583)	(9.0, 1.5904585494970223)	('>10', 19.527286796151913)	('>50', 7.341288332766534)	('>100', 14.805823880996458)	('>500', 4.823398479017564)	('>1k', 3.8131627253094873)	('>5k', 0.49456939213560924)	('>10k+', 0.28317376480415496)
TS047_RoL_RNA_679_1	(1.0, 15.19896787153703)	(2.0, 9.168057284587608)	(3.0, 6.476268988616986)	(4.0, 4.66225170781679)	(5.0, 3.4049897682150756)	(6.0, 2.6534425496593625)	(7.0, 2.206746695594969)	(8.0, 1.76010794540822)	(9.0, 1.5472132765051005)	('>10', 18.271143807437806)	('>50', 7.188109285817725)	('>100', 15.877849055306632)	('>500', 5.13751244416825)	('>1k', 6.088329792294656)	('>5k', 0.2937224470297534)	('>10k+', 0.06528708000394773)
TS047_RoL_RNA_679_2	(1.0, 15.512768088320547)	(2.0, 8.753572594216182)	(3.0, 6.119372552185601)	(4.0, 4.552322535032164)	(5.0, 3.426930713576992)	(6.0, 2.64311822407829)	(7.0, 2.089741627103031)	(8.0, 1.6734081409056512)	(9.0, 1.5038539447517068)	('>10', 18.217768353560267)	('>50', 7.166286024982324)	('>100', 16.723999161755806)	('>500', 5.7515321412298395)	('>1k', 5.380284516509919)	('>5k', 0.35622005850990623)	('>10k+', 0.12882132328173593)
TS047_RoL_RNA_683_1	(1.0, 16.505964306185003)	(2.0, 9.490545333640348)	(3.0, 6.558067078143025)	(4.0, 4.623535723342945)	(5.0, 3.418892150674324)	(6.0, 2.4965690369454645)	(7.0, 1.9725177604175712)	(8.0, 1.5828737843999785)	(9.0, 1.3124709513977129)	('>10', 16.450797225372256)	('>50', 6.735936642248228)	('>100', 15.213828350218735)	('>500', 5.3910441022208815)	('>1k', 7.704813072579371)	('>5k', 0.5421444822143007)	('>10k+', 0.0)
TS047_RoL_RNA_683_2	(1.0, 17.17942464612676)	(2.0, 8.95533975678953)	(3.0, 6.3652752513493285)	(4.0, 4.492339973241675)	(5.0, 3.2586634019774254)	(6.0, 2.474760525998537)	(7.0, 1.9083309004668207)	(8.0, 1.550157097289957)	(9.0, 1.2257728656714821)	('>10', 16.3688795703408)	('>50', 6.902038144491949)	('>100', 15.23077413887996)	('>500', 5.964537616506907)	('>1k', 7.38525499216364)	('>5k', 0.5701196014002328)	('>10k+', 0.16833151730492052)
TS047_RoL_RNA_707_1	(1.0, 17.119000017792203)	(2.0, 10.260625701841942)	(3.0, 7.32346696125897)	(4.0, 5.424588822770687)	(5.0, 4.08698903265428)	(6.0, 3.096293830809375)	(7.0, 2.4448769014052916)	(8.0, 2.0695570141622084)	(9.0, 1.668199972184586)	('>10', 19.66308730731011)	('>50', 6.548083442633583)	('>100', 13.174541354928653)	('>500', 3.650560661556294)	('>1k', 3.4701289786918466)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_707_2	(1.0, 17.45018340714943)	(2.0, 9.688445032643326)	(3.0, 6.984238545977734)	(4.0, 5.276249385371186)	(5.0, 3.9278466198104764)	(6.0, 3.085721278924673)	(7.0, 2.494739709780536)	(8.0, 1.9919738627397185)	(9.0, 1.7348743598376994)	('>10', 19.91949912247669)	('>50', 6.677072112841392)	('>100', 13.244562887301273)	('>500', 3.9831026550505633)	('>1k', 3.0924665983415744)	('>5k', 0.3002512016502157)	('>10k+', 0.14877322010342975)
TS047_RoL_RNA_708_1	(1.0, 14.39702301248704)	(2.0, 8.619738981672736)	(3.0, 6.176392543929939)	(4.0, 4.556409580104708)	(5.0, 3.5416935563979535)	(6.0, 2.702636502588188)	(7.0, 2.1368954637672513)	(8.0, 1.819511556157211)	(9.0, 1.5656939454714458)	('>10', 18.607844920973157)	('>50', 7.4277569884779835)	('>100', 17.102366650699967)	('>500', 5.814496257183565)	('>1k', 5.274510831566418)	('>5k', 0.2570292085223556)	('>10k+', 0.0)
TS047_RoL_RNA_708_2	(1.0, 15.215601177107596)	(2.0, 8.129416923770275)	(3.0, 5.833309004623559)	(4.0, 4.412950960614168)	(5.0, 3.2910210446961607)	(6.0, 2.636908572793245)	(7.0, 2.1360040035846515)	(8.0, 1.7837931361859083)	(9.0, 1.4527833073513048)	('>10', 18.536127300429587)	('>50', 7.644889071637125)	('>100', 17.43482324362307)	('>500', 5.974092035923589)	('>1k', 5.013074649893148)	('>5k', 0.3047161929835821)	('>10k+', 0.2004893747833521)
TS047_RoL_RNA_710_1	(1.0, 14.486680770655507)	(2.0, 8.85257967723154)	(3.0, 6.4696305246955905)	(4.0, 4.915369291511729)	(5.0, 3.5797512979177277)	(6.0, 2.8590235957744308)	(7.0, 2.249683545046719)	(8.0, 1.858813004443324)	(9.0, 1.5704576094696725)	('>10', 18.34230512941646)	('>50', 7.175841643397608)	('>100', 16.483779430193994)	('>500', 5.809433294824244)	('>1k', 5.27837729017108)	('>5k', 0.06827389525026677)	('>10k+', 0.0)
TS047_RoL_RNA_710_2	(1.0, 15.570780035140123)	(2.0, 8.366618801359527)	(3.0, 6.085413281466897)	(4.0, 4.57245320143663)	(5.0, 3.4915533003427477)	(6.0, 2.699237762715778)	(7.0, 2.06591373408799)	(8.0, 1.770733547049023)	(9.0, 1.411366606788608)	('>10', 18.122365305686746)	('>50', 7.344196521597521)	('>100', 17.05665196303037)	('>500', 5.980695508474106)	('>1k', 4.78967182502071)	('>5k', 0.35394058832293024)	('>10k+', 0.3184080174801922)
TS047_RoL_RNA_79_1	(1.0, 13.426005733785844)	(2.0, 8.134250846728836)	(3.0, 6.027491683458741)	(4.0, 4.608452795070187)	(5.0, 3.5244428787342734)	(6.0, 2.6689801374662103)	(7.0, 2.2361984660728256)	(8.0, 1.7781902846169755)	(9.0, 1.4766349758408541)	('>10', 18.8021127636056)	('>50', 7.2897709022988355)	('>100', 15.809925286689177)	('>500', 6.496434074112163)	('>1k', 7.401852356766144)	('>5k', 0.31925681475338596)	('>10k+', 0.0)
TS047_RoL_RNA_79_2	(1.0, 13.93308792389552)	(2.0, 7.554908874280726)	(3.0, 5.626787721656911)	(4.0, 4.17968001050598)	(5.0, 3.3071538205633453)	(6.0, 2.5329849151746044)	(7.0, 2.0990915475130443)	(8.0, 1.7679648448617853)	(9.0, 1.475606140506619)	('>10', 18.837300458213456)	('>50', 7.199272964462848)	('>100', 16.80537661201917)	('>500', 6.749829313953552)	('>1k', 7.434862552198545)	('>5k', 0.30265554232721553)	('>10k+', 0.19343675786667702)
TS047_RoL_RNA_85_1	(1.0, 9.627373971663001)	(2.0, 5.634587285787064)	(3.0, 4.133503350847543)	(4.0, 2.9553131770419903)	(5.0, 2.2518400053563257)	(6.0, 1.7322438892025067)	(7.0, 1.4585074974092667)	(8.0, 1.1685174736708663)	(9.0, 0.9717157601669376)	('>10', 13.03530033417582)	('>50', 5.915841533610995)	('>100', 17.33784991848596)	('>500', 8.452970389930217)	('>1k', 17.191750657121414)	('>5k', 5.959892510182041)	('>10k+', 2.1727922453481088)
TS047_RoL_RNA_85_2	(1.0, 10.212518470815061)	(2.0, 5.146208839381905)	(3.0, 3.7264912418293923)	(4.0, 2.856095968126882)	(5.0, 2.0736043349445126)	(6.0, 1.616843175910523)	(7.0, 1.3408595675702806)	(8.0, 1.0701936518756852)	(9.0, 0.9287316819370008)	('>10', 12.09270185683264)	('>50', 5.64499167029451)	('>100', 17.85655247427049)	('>500', 9.588782363215522)	('>1k', 19.606124674378925)	('>5k', 4.478862663868359)	('>10k+', 1.7604373647483165)
