Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TS047_RoL_RNA_562_1	(1.0, 13.718420710193518)	(2.0, 8.146397480175873)	(3.0, 5.910517304678865)	(4.0, 4.42373163535152)	(5.0, 3.288527584095576)	(6.0, 2.5786663924161695)	(7.0, 2.0617665098064535)	(8.0, 1.5846803029603291)	(9.0, 1.3171255132399848)	('>10', 17.796788895917583)	('>50', 7.626201919593009)	('>100', 19.209723457914848)	('>500', 6.804967828069874)	('>1k', 5.44298858584928)	('>5k', 0.08949587973717223)	('>10k+', 0.0)
TS047_RoL_RNA_562_2	(1.0, 14.162245147114284)	(2.0, 7.555283656074464)	(3.0, 5.411961784526965)	(4.0, 4.058632147690539)	(5.0, 3.1482887667700874)	(6.0, 2.4239531914820787)	(7.0, 1.9008541261620377)	(8.0, 1.5464373727889968)	(9.0, 1.3035622699212852)	('>10', 17.30721527909719)	('>50', 8.252568035578456)	('>100', 20.66611188180325)	('>500', 7.1658204409995925)	('>1k', 4.762042036248994)	('>5k', 0.1977854427240586)	('>10k+', 0.13723842101778203)
TS047_RoL_RNA_586_1	(1.0, 11.420148873201079)	(2.0, 6.475163735576456)	(3.0, 4.733066390326657)	(4.0, 3.540288733070665)	(5.0, 2.6543565754659286)	(6.0, 2.0176051075044645)	(7.0, 1.680928174283975)	(8.0, 1.309146173220015)	(9.0, 1.1265745544746746)	('>10', 16.178769487108806)	('>50', 7.7713396688748535)	('>100', 21.12556551361975)	('>500', 8.816641805663608)	('>1k', 10.567242368949719)	('>5k', 0.41689650174571263)	('>10k+', 0.16626633691365045)
TS047_RoL_RNA_586_2	(1.0, 11.792864744315281)	(2.0, 6.079866143568758)	(3.0, 4.368489935124511)	(4.0, 3.205926033745566)	(5.0, 2.369386170417147)	(6.0, 1.9204879935080428)	(7.0, 1.577385488221715)	(8.0, 1.2806429099141572)	(9.0, 1.1311221549484545)	('>10', 15.696770477065039)	('>50', 7.814242756488735)	('>100', 22.380303288924395)	('>500', 9.385024416244567)	('>1k', 10.015112048553803)	('>5k', 0.5507763330757942)	('>10k+', 0.43159910588393213)
TS047_RoL_RNA_616_1	(1.0, 12.20778321644086)	(2.0, 6.978820565685298)	(3.0, 4.731499688404992)	(4.0, 3.320877677293701)	(5.0, 2.4202869084999343)	(6.0, 1.8707257114329003)	(7.0, 1.4674469157171295)	(8.0, 1.1707342182436742)	(9.0, 0.962420198414269)	('>10', 13.45608260357073)	('>50', 6.826467585867057)	('>100', 19.917867397728152)	('>500', 9.24325866334818)	('>1k', 13.535232644012222)	('>5k', 1.807846763750118)	('>10k+', 0.08264924159093923)
TS047_RoL_RNA_616_2	(1.0, 12.540969586385648)	(2.0, 6.434471876942595)	(3.0, 4.25902223371587)	(4.0, 3.1004305662859)	(5.0, 2.2577942385791854)	(6.0, 1.69203649465829)	(7.0, 1.2913083821934215)	(8.0, 1.0612717866511843)	(9.0, 0.8872201992798052)	('>10', 12.544858272818443)	('>50', 6.724594243424327)	('>100', 21.337796486035913)	('>500', 10.64614013253152)	('>1k', 13.3708715800007)	('>5k', 1.3813696836998093)	('>10k+', 0.46984423679742454)
TS047_RoL_RNA_618_1	(1.0, 11.555279068162971)	(2.0, 6.762365185943725)	(3.0, 4.790521038191428)	(4.0, 3.5754651685418297)	(5.0, 2.804023165060776)	(6.0, 2.1052907554633697)	(7.0, 1.7033089047682919)	(8.0, 1.3635149258213444)	(9.0, 1.206348625971712)	('>10', 15.83635299576008)	('>50', 7.1041339718382375)	('>100', 19.4033204090035)	('>500', 8.593836814681024)	('>1k', 12.281757174175139)	('>5k', 0.7541138622239028)	('>10k+', 0.16036793439254385)
TS047_RoL_RNA_618_2	(1.0, 12.153894540290652)	(2.0, 6.323970544813213)	(3.0, 4.443332505125162)	(4.0, 3.307204855704354)	(5.0, 2.5217134001865116)	(6.0, 1.9724577645605534)	(7.0, 1.5731789235648501)	(8.0, 1.280601367540547)	(9.0, 1.1246346464088512)	('>10', 15.091570785262324)	('>50', 7.022305927524133)	('>100', 20.62165249215259)	('>500', 9.243248530109181)	('>1k', 11.494404666727698)	('>5k', 0.911065133344896)	('>10k+', 0.9147639166845415)
TS047_RoL_RNA_646_1	(1.0, 16.251720204079344)	(2.0, 9.718617592192917)	(3.0, 6.987570556073708)	(4.0, 4.906572596589295)	(5.0, 3.711877433838125)	(6.0, 2.8997410597510647)	(7.0, 2.270399287317975)	(8.0, 1.9078620610994488)	(9.0, 1.5323273365283387)	('>10', 19.85985123767248)	('>50', 7.41116361766562)	('>100', 15.094848486481794)	('>500', 4.292608961164097)	('>1k', 3.075393991896952)	('>5k', 0.07944557764887697)	('>10k+', 0.0)
TS047_RoL_RNA_646_2	(1.0, 16.738278447869483)	(2.0, 9.112346436046623)	(3.0, 6.565024448535395)	(4.0, 4.777532303295817)	(5.0, 3.72976030942292)	(6.0, 2.746258279348356)	(7.0, 2.238837596843179)	(8.0, 1.891004447526708)	(9.0, 1.5354189399756346)	('>10', 19.935954333311148)	('>50', 7.472552077769549)	('>100', 15.36941238139456)	('>500', 4.735971029926682)	('>1k', 2.841188942745373)	('>5k', 0.14746067402851112)	('>10k+', 0.16299935196024487)
TS047_RoL_RNA_651_1	(1.0, 14.27297440122578)	(2.0, 8.61702170049313)	(3.0, 6.17230523344206)	(4.0, 4.661884354035185)	(5.0, 3.4475732389979683)	(6.0, 2.674369798221099)	(7.0, 2.1201727058445963)	(8.0, 1.704002150578578)	(9.0, 1.367717867115676)	('>10', 16.962073666190363)	('>50', 6.5511480585998445)	('>100', 16.0644441125429)	('>500', 5.579468371605526)	('>1k', 8.381283622791305)	('>5k', 1.276569702972758)	('>10k+', 0.1469910153432851)
TS047_RoL_RNA_651_2	(1.0, 14.838982885415097)	(2.0, 7.950704699016929)	(3.0, 5.863294001219932)	(4.0, 4.312174979984107)	(5.0, 3.343031156622309)	(6.0, 2.5572921130599777)	(7.0, 2.012276255537741)	(8.0, 1.6596086569950734)	(9.0, 1.33800860325281)	('>10', 16.521940545677314)	('>50', 6.611214297163028)	('>100', 16.19743790874917)	('>500', 6.7378272215929655)	('>1k', 8.869226264810585)	('>5k', 0.9485523635481391)	('>10k+', 0.23842804735484743)
TS047_RoL_RNA_652_1	(1.0, 17.510618866783943)	(2.0, 10.37457559332803)	(3.0, 7.436132995134424)	(4.0, 5.348550724422325)	(5.0, 3.9571141887951056)	(6.0, 2.993690829202058)	(7.0, 2.3943671966367113)	(8.0, 1.9008570245781966)	(9.0, 1.508466074797416)	('>10', 18.968910602813178)	('>50', 7.191234447634061)	('>100', 14.552712568109675)	('>500', 3.513752247179785)	('>1k', 2.349016640584936)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_652_2	(1.0, 18.068374851894763)	(2.0, 9.735869269691673)	(3.0, 7.006807862877368)	(4.0, 4.989161275611844)	(5.0, 3.806149924242039)	(6.0, 2.8977209609129426)	(7.0, 2.319003059111841)	(8.0, 1.86906491584354)	(9.0, 1.5461024189336596)	('>10', 19.124017643175726)	('>50', 7.213757146247309)	('>100', 14.887616617260171)	('>500', 3.8131558176164626)	('>1k', 2.3430468279041397)	('>5k', 0.3119718959090079)	('>10k+', 0.06817951276736677)
TS047_RoL_RNA_655_1	(1.0, 13.325678460639864)	(2.0, 7.650183175205474)	(3.0, 5.494388961335773)	(4.0, 3.9729688036456325)	(5.0, 2.924635235849482)	(6.0, 2.1968001902849523)	(7.0, 1.757435034928976)	(8.0, 1.417799215707577)	(9.0, 1.1600237588535522)	('>10', 14.058426798575491)	('>50', 6.2091281842973025)	('>100', 17.711834826648257)	('>500', 7.499219362494852)	('>1k', 11.394990067336883)	('>5k', 2.6360597915449326)	('>10k+', 0.590428132651243)
TS047_RoL_RNA_655_2	(1.0, 14.218640710762728)	(2.0, 7.242323696140389)	(3.0, 5.154399923426172)	(4.0, 3.725931083202331)	(5.0, 2.700133076172542)	(6.0, 2.0281872238096943)	(7.0, 1.646811137630616)	(8.0, 1.2915347132351878)	(9.0, 1.0745348187915065)	('>10', 13.206748541174399)	('>50', 6.043690301419303)	('>100', 18.13012875202177)	('>500', 8.46752571984159)	('>1k', 12.841626496561648)	('>5k', 1.5604520164082936)	('>10k+', 0.6673317894018024)
TS047_RoL_RNA_676_1	(1.0, 15.133114432744799)	(2.0, 9.100937184456553)	(3.0, 6.758585774440175)	(4.0, 4.897287104899652)	(5.0, 3.6862941348871128)	(6.0, 2.8745044810630516)	(7.0, 2.255943741454329)	(8.0, 1.819393114197314)	(9.0, 1.5526378319115954)	('>10', 18.062454203296145)	('>50', 6.401628337831798)	('>100', 13.985128881029654)	('>500', 5.209039931817524)	('>1k', 7.536238730634007)	('>5k', 0.5839728680299554)	('>10k+', 0.1428392473063481)
TS047_RoL_RNA_676_2	(1.0, 15.73374453589706)	(2.0, 8.713620477675791)	(3.0, 6.516225329297945)	(4.0, 4.726264800352187)	(5.0, 3.56285149295562)	(6.0, 2.848059563282445)	(7.0, 2.2206923538831034)	(8.0, 1.8265635859598501)	(9.0, 1.5270435947620375)	('>10', 17.848133796698882)	('>50', 6.428401226797378)	('>100', 14.066993553951567)	('>500', 5.614591110321964)	('>1k', 7.165597984875076)	('>5k', 0.675360209005863)	('>10k+', 0.525856384283174)
TS047_RoL_RNA_677_1	(1.0, 16.25369756051574)	(2.0, 9.624186922495156)	(3.0, 7.154071346579554)	(4.0, 5.1666201262177625)	(5.0, 3.980281144125883)	(6.0, 3.075776670648585)	(7.0, 2.470893892484761)	(8.0, 2.0212092144506832)	(9.0, 1.7173790741712813)	('>10', 20.228801554906404)	('>50', 7.215914601892982)	('>100', 14.502846506367101)	('>500', 3.7750673451340746)	('>1k', 2.8132540400099604)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_677_2	(1.0, 17.095626553183052)	(2.0, 9.057613685093541)	(3.0, 6.812651782833071)	(4.0, 5.062694428401712)	(5.0, 3.911568028923093)	(6.0, 3.0877624918829194)	(7.0, 2.4962188797682163)	(8.0, 1.9745618600562609)	(9.0, 1.657519972946947)	('>10', 20.34238009926879)	('>50', 7.310249477548957)	('>100', 14.534603580453279)	('>500', 3.962036420342162)	('>1k', 2.3334898167970692)	('>5k', 0.28829965042002725)	('>10k+', 0.07272327208084224)
TS047_RoL_RNA_678_1	(1.0, 15.774739411086017)	(2.0, 9.503535510398741)	(3.0, 6.873981423373252)	(4.0, 4.970700028873114)	(5.0, 3.698396044710348)	(6.0, 2.8643443987273396)	(7.0, 2.432133031724336)	(8.0, 1.8491488459138086)	(9.0, 1.6320895171799206)	('>10', 19.562201333658322)	('>50', 7.1297894983967325)	('>100', 14.641411288448753)	('>500', 4.565045586672153)	('>1k', 4.355309574939816)	('>5k', 0.14717450589720987)	('>10k+', 0.0)
TS047_RoL_RNA_678_2	(1.0, 16.296206761012694)	(2.0, 8.934720625522203)	(3.0, 6.580157677493268)	(4.0, 4.76598225897396)	(5.0, 3.624603604623817)	(6.0, 2.879167278979967)	(7.0, 2.3245278793922943)	(8.0, 1.8717316987010548)	(9.0, 1.5951412912384209)	('>10', 19.545774478078055)	('>50', 7.342849289704774)	('>100', 14.82851936388378)	('>500', 4.82745009005527)	('>1k', 3.8168702761367315)	('>5k', 0.4950715383298662)	('>10k+', 0.27122588787396007)
TS047_RoL_RNA_679_1	(1.0, 15.189991653925597)	(2.0, 9.163621095086794)	(3.0, 6.478886806076682)	(4.0, 4.662429589817179)	(5.0, 3.404326255281484)	(6.0, 2.6535541417255395)	(7.0, 2.2044266570029354)	(8.0, 1.7642314964744141)	(9.0, 1.544853229706984)	('>10', 18.283431659812933)	('>50', 7.1983276674213394)	('>100', 15.87911765510058)	('>500', 5.13663255274339)	('>1k', 6.077065158552679)	('>5k', 0.2938177267774982)	('>10k+', 0.06528665449386543)
TS047_RoL_RNA_679_2	(1.0, 15.474651557412663)	(2.0, 8.758453327566194)	(3.0, 6.126066276160682)	(4.0, 4.557576313599191)	(5.0, 3.431492702211896)	(6.0, 2.642956869536422)	(7.0, 2.089620299361037)	(8.0, 1.675731733151077)	(9.0, 1.5053916831407654)	('>10', 18.22768397587208)	('>50', 7.172082542322205)	('>100', 16.723798797881702)	('>500', 5.755745704841912)	('>1k', 5.384447177841797)	('>5k', 0.3565011033361869)	('>10k+', 0.11779993576417752)
TS047_RoL_RNA_683_1	(1.0, 16.491428739895596)	(2.0, 9.491915979462066)	(3.0, 6.560267952530445)	(4.0, 4.62578507707664)	(5.0, 3.4181179917308993)	(6.0, 2.500408114361809)	(7.0, 1.9748398121163486)	(8.0, 1.5821118224671002)	(9.0, 1.3156002658983483)	('>10', 16.45527870300291)	('>50', 6.739920422469936)	('>100', 15.212811619417252)	('>500', 5.396053908107983)	('>1k', 7.693106395551341)	('>5k', 0.54235319591139)	('>10k+', 0.0)
TS047_RoL_RNA_683_2	(1.0, 17.116448640850226)	(2.0, 8.960394131258246)	(3.0, 6.37185957814104)	(4.0, 4.501001896395343)	(5.0, 3.260869720738685)	(6.0, 2.474903905329389)	(7.0, 1.9086302743177834)	(8.0, 1.5490142584882187)	(9.0, 1.2278094300245557)	('>10', 16.388833242498844)	('>50', 6.911638769641085)	('>100', 15.238946767670742)	('>500', 5.968946476588896)	('>1k', 7.391733689464637)	('>5k', 0.5604873114810515)	('>10k+', 0.16848190711140973)
TS047_RoL_RNA_707_1	(1.0, 17.100102382724472)	(2.0, 10.251144105117884)	(3.0, 7.334448775192808)	(4.0, 5.421977353098333)	(5.0, 4.089535031503246)	(6.0, 3.0980031305571085)	(7.0, 2.4517789806696975)	(8.0, 2.06956102566297)	(9.0, 1.674289738967426)	('>10', 19.666757114770526)	('>50', 6.550459504452966)	('>100', 13.182157613651768)	('>500', 3.645958461192353)	('>1k', 3.4638267824385074)	('>5k', 0.0)	('>10k+', 0.0)
TS047_RoL_RNA_707_2	(1.0, 17.36681287177902)	(2.0, 9.699265787118588)	(3.0, 6.996495911658454)	(4.0, 5.28464234269005)	(5.0, 3.9331209543586834)	(6.0, 3.090322697541447)	(7.0, 2.5003305715678548)	(8.0, 1.9933694465198464)	(9.0, 1.7354608427063056)	('>10', 19.937194734796904)	('>50', 6.680784058143911)	('>100', 13.259812246289298)	('>500', 3.9872262750811425)	('>1k', 3.095837603421034)	('>5k', 0.3005704501612495)	('>10k+', 0.13875320616614897)
TS047_RoL_RNA_708_1	(1.0, 14.378232931576795)	(2.0, 8.618994035958485)	(3.0, 6.18272833810848)	(4.0, 4.553630355928856)	(5.0, 3.545348113272315)	(6.0, 2.706214911090909)	(7.0, 2.1404248985186234)	(8.0, 1.8213690341151385)	(9.0, 1.5675301243544655)	('>10', 18.630458378416666)	('>50', 7.424692943287822)	('>100', 17.102787789933586)	('>500', 5.826340976541749)	('>1k', 5.244523001415744)	('>5k', 0.2567241674801976)	('>10k+', 0.0)
TS047_RoL_RNA_708_2	(1.0, 15.131297324144228)	(2.0, 8.140062339237835)	(3.0, 5.83898367149429)	(4.0, 4.422316051421282)	(5.0, 3.2958411138257224)	(6.0, 2.6411141099958657)	(7.0, 2.141185664400893)	(8.0, 1.7841546940836668)	(9.0, 1.454063447738247)	('>10', 18.556609840355357)	('>50', 7.653564129455271)	('>100', 17.442360326784627)	('>500', 5.981747184270738)	('>1k', 5.019380012404757)	('>5k', 0.3051005273663257)	('>10k+', 0.19221956302078586)
TS047_RoL_RNA_710_1	(1.0, 14.479831524137696)	(2.0, 8.855602705763564)	(3.0, 6.475678196893962)	(4.0, 4.9133702674768935)	(5.0, 3.5800450570038036)	(6.0, 2.863276394983)	(7.0, 2.249075754028767)	(8.0, 1.8622126980136138)	(9.0, 1.571414823644689)	('>10', 18.346386589724876)	('>50', 7.18141845362234)	('>100', 16.477802221324556)	('>500', 5.803257105933937)	('>1k', 5.272389191210739)	('>5k', 0.06823901623748722)	('>10k+', 0.0)
TS047_RoL_RNA_710_2	(1.0, 15.506692073443956)	(2.0, 8.372029018856308)	(3.0, 6.090759213693989)	(4.0, 4.580654238363531)	(5.0, 3.493759744845785)	(6.0, 2.7008917672432733)	(7.0, 2.0693581548388282)	(8.0, 1.7694650369676157)	(9.0, 1.4118072328066034)	('>10', 18.1371323805925)	('>50', 7.350253961715825)	('>100', 17.06791924574654)	('>500', 5.99363309324826)	('>1k', 4.794562580766999)	('>5k', 0.35430785363837325)	('>10k+', 0.3067744032317173)
TS047_RoL_RNA_79_1	(1.0, 13.422603266426153)	(2.0, 8.140534008233889)	(3.0, 6.0261595138251245)	(4.0, 4.600982541059643)	(5.0, 3.5283912337596846)	(6.0, 2.6690778663282813)	(7.0, 2.2362846230989257)	(8.0, 1.7790366899531656)	(9.0, 1.4790303463085832)	('>10', 18.80355087343527)	('>50', 7.29350769172384)	('>100', 15.814052908979349)	('>500', 6.490793159245474)	('>1k', 7.3966686702010636)	('>5k', 0.3193266074215319)	('>10k+', 0.0)
TS047_RoL_RNA_79_2	(1.0, 13.865154569485988)	(2.0, 7.561727090984832)	(3.0, 5.627470001881517)	(4.0, 4.185307634103097)	(5.0, 3.3100413077346076)	(6.0, 2.5345907254384747)	(7.0, 2.100830880353385)	(8.0, 1.7705719686305206)	(9.0, 1.4752366414978668)	('>10', 18.860260312457648)	('>50', 7.204089213072031)	('>100', 16.826932554335052)	('>500', 6.755424694518161)	('>1k', 7.441215333930433)	('>5k', 0.302915228041547)	('>10k+', 0.17823184353488508)
TS047_RoL_RNA_85_1	(1.0, 9.61146632627226)	(2.0, 5.629769572088944)	(3.0, 4.1330125047341335)	(4.0, 2.9596532915395266)	(5.0, 2.2512881318623057)	(6.0, 1.7323969225286888)	(7.0, 1.4604512562034135)	(8.0, 1.1688221230514588)	(9.0, 0.972072964034114)	('>10', 13.043599339627843)	('>50', 5.919985662541034)	('>100', 17.33256495086314)	('>500', 8.460957569253507)	('>1k', 17.186709987090698)	('>5k', 5.963274870138621)	('>10k+', 2.1739745281703713)
TS047_RoL_RNA_85_2	(1.0, 10.145770126398496)	(2.0, 5.149333519049709)	(3.0, 3.7330931051232508)	(4.0, 2.8563973322181186)	(5.0, 2.075151583301781)	(6.0, 1.6176992363335225)	(7.0, 1.3425217978170951)	(8.0, 1.0715438000412545)	(9.0, 0.9279763888731857)	('>10', 12.102348612780602)	('>50', 5.649609029422551)	('>100', 17.875729036139525)	('>500', 9.597097555317639)	('>1k', 19.623848548644034)	('>5k', 4.482927204717596)	('>10k+', 1.7489531238216105)
