Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TS047_RoL_RNA_46_1	(15.0, 1.0)	(16.0, 54.0)	(17.0, 340.0)	(18.0, 679.0)	(19.0, 778.0)	(20.0, 1238.0)	(21.0, 1935.0)	(22.0, 3307.0)	(23.0, 5326.0)	(24.0, 7661.0)	(25.0, 9972.0)	(26.0, 12454.0)	(27.0, 15461.0)	(28.0, 19922.0)	(29.0, 23994.0)	(30.0, 29229.0)	(31.0, 37066.0)	(32.0, 49688.0)	(33.0, 63098.0)	(34.0, 85512.0)	(35.0, 119908.0)	(36.0, 186860.0)	(37.0, 302976.0)	(38.0, 867791.0)	(39.0, 14339861.0)	(40.0, 9550344.0)			
TS047_RoL_RNA_46_2	(12.0, 4.0)	(13.0, 32.0)	(14.0, 260.0)	(15.0, 1222.0)	(16.0, 4622.0)	(17.0, 7564.0)	(18.0, 8585.0)	(19.0, 8045.0)	(20.0, 8912.0)	(21.0, 9600.0)	(22.0, 10823.0)	(23.0, 12449.0)	(24.0, 14921.0)	(25.0, 17390.0)	(26.0, 20657.0)	(27.0, 23907.0)	(28.0, 28834.0)	(29.0, 32819.0)	(30.0, 39557.0)	(31.0, 47930.0)	(32.0, 62357.0)	(33.0, 76446.0)	(34.0, 100919.0)	(35.0, 139874.0)	(36.0, 217502.0)	(37.0, 361602.0)	(38.0, 1119593.0)	(39.0, 15631383.0)	(40.0, 7727646.0)
TS047_RoL_RNA_477_1	(15.0, 6.0)	(16.0, 77.0)	(17.0, 553.0)	(18.0, 1025.0)	(19.0, 1165.0)	(20.0, 1565.0)	(21.0, 2415.0)	(22.0, 4360.0)	(23.0, 7451.0)	(24.0, 10693.0)	(25.0, 13773.0)	(26.0, 16674.0)	(27.0, 19824.0)	(28.0, 25321.0)	(29.0, 30107.0)	(30.0, 36748.0)	(31.0, 45422.0)	(32.0, 59698.0)	(33.0, 75023.0)	(34.0, 99548.0)	(35.0, 136579.0)	(36.0, 209200.0)	(37.0, 340128.0)	(38.0, 1043143.0)	(39.0, 16030510.0)	(40.0, 10186370.0)			
TS047_RoL_RNA_477_2	(12.0, 6.0)	(13.0, 51.0)	(14.0, 348.0)	(15.0, 1479.0)	(16.0, 5687.0)	(17.0, 9467.0)	(18.0, 10549.0)	(19.0, 10522.0)	(20.0, 12182.0)	(21.0, 13583.0)	(22.0, 15293.0)	(23.0, 17212.0)	(24.0, 20821.0)	(25.0, 23249.0)	(26.0, 27239.0)	(27.0, 31008.0)	(28.0, 37574.0)	(29.0, 42659.0)	(30.0, 50439.0)	(31.0, 61420.0)	(32.0, 78679.0)	(33.0, 96383.0)	(34.0, 125749.0)	(35.0, 173347.0)	(36.0, 268047.0)	(37.0, 440285.0)	(38.0, 1359821.0)	(39.0, 17275823.0)	(40.0, 8188456.0)
TS047_RoL_RNA_478_1	(15.0, 2.0)	(16.0, 76.0)	(17.0, 385.0)	(18.0, 833.0)	(19.0, 1033.0)	(20.0, 1687.0)	(21.0, 2633.0)	(22.0, 4629.0)	(23.0, 7838.0)	(24.0, 11685.0)	(25.0, 14609.0)	(26.0, 17740.0)	(27.0, 21573.0)	(28.0, 27058.0)	(29.0, 31966.0)	(30.0, 39714.0)	(31.0, 49148.0)	(32.0, 64478.0)	(33.0, 79956.0)	(34.0, 105753.0)	(35.0, 143746.0)	(36.0, 218595.0)	(37.0, 356965.0)	(38.0, 1087869.0)	(39.0, 16328082.0)	(40.0, 10155025.0)			
TS047_RoL_RNA_478_2	(12.0, 8.0)	(13.0, 57.0)	(14.0, 282.0)	(15.0, 1514.0)	(16.0, 5255.0)	(17.0, 9204.0)	(18.0, 10440.0)	(19.0, 10438.0)	(20.0, 11862.0)	(21.0, 13118.0)	(22.0, 15392.0)	(23.0, 17076.0)	(24.0, 20952.0)	(25.0, 23852.0)	(26.0, 28259.0)	(27.0, 32226.0)	(28.0, 38610.0)	(29.0, 43694.0)	(30.0, 52025.0)	(31.0, 63107.0)	(32.0, 81477.0)	(33.0, 98406.0)	(34.0, 128872.0)	(35.0, 177779.0)	(36.0, 273606.0)	(37.0, 454529.0)	(38.0, 1399016.0)	(39.0, 17658522.0)	(40.0, 8103500.0)
TS047_RoL_RNA_498_1	(15.0, 2.0)	(16.0, 66.0)	(17.0, 448.0)	(18.0, 891.0)	(19.0, 1002.0)	(20.0, 1460.0)	(21.0, 2375.0)	(22.0, 4262.0)	(23.0, 7323.0)	(24.0, 10292.0)	(25.0, 13539.0)	(26.0, 16066.0)	(27.0, 19385.0)	(28.0, 24517.0)	(29.0, 28261.0)	(30.0, 34746.0)	(31.0, 43551.0)	(32.0, 58194.0)	(33.0, 73638.0)	(34.0, 98099.0)	(35.0, 135117.0)	(36.0, 211072.0)	(37.0, 350599.0)	(38.0, 1100657.0)	(39.0, 16122022.0)	(40.0, 9639788.0)			
TS047_RoL_RNA_498_2	(12.0, 8.0)	(13.0, 47.0)	(14.0, 345.0)	(15.0, 1528.0)	(16.0, 5684.0)	(17.0, 9415.0)	(18.0, 10206.0)	(19.0, 10310.0)	(20.0, 12119.0)	(21.0, 13345.0)	(22.0, 15058.0)	(23.0, 16941.0)	(24.0, 20506.0)	(25.0, 23558.0)	(26.0, 26828.0)	(27.0, 31203.0)	(28.0, 37624.0)	(29.0, 42934.0)	(30.0, 50993.0)	(31.0, 61411.0)	(32.0, 79362.0)	(33.0, 98073.0)	(34.0, 128531.0)	(35.0, 176586.0)	(36.0, 274695.0)	(37.0, 454230.0)	(38.0, 1446663.0)	(39.0, 17272821.0)	(40.0, 7676348.0)
TS047_RoL_RNA_500_1	(14.0, 1.0)	(15.0, 2.0)	(16.0, 57.0)	(17.0, 353.0)	(18.0, 707.0)	(19.0, 789.0)	(20.0, 970.0)	(21.0, 1697.0)	(22.0, 3227.0)	(23.0, 5780.0)	(24.0, 8792.0)	(25.0, 10849.0)	(26.0, 13409.0)	(27.0, 16133.0)	(28.0, 20344.0)	(29.0, 24050.0)	(30.0, 29829.0)	(31.0, 38061.0)	(32.0, 51079.0)	(33.0, 64728.0)	(34.0, 88784.0)	(35.0, 125300.0)	(36.0, 198111.0)	(37.0, 337541.0)	(38.0, 1055540.0)	(39.0, 16018451.0)	(40.0, 9987524.0)		
TS047_RoL_RNA_500_2	(12.0, 4.0)	(13.0, 84.0)	(14.0, 413.0)	(15.0, 1642.0)	(16.0, 4728.0)	(17.0, 7249.0)	(18.0, 7587.0)	(19.0, 7534.0)	(20.0, 8750.0)	(21.0, 9646.0)	(22.0, 10899.0)	(23.0, 12164.0)	(24.0, 15384.0)	(25.0, 17613.0)	(26.0, 20708.0)	(27.0, 23951.0)	(28.0, 28749.0)	(29.0, 32902.0)	(30.0, 39782.0)	(31.0, 48473.0)	(32.0, 63452.0)	(33.0, 78736.0)	(34.0, 105525.0)	(35.0, 148811.0)	(36.0, 237728.0)	(37.0, 413412.0)	(38.0, 1422528.0)	(39.0, 17822578.0)	(40.0, 7511076.0)
TS047_RoL_RNA_502_1	(15.0, 5.0)	(16.0, 77.0)	(17.0, 408.0)	(18.0, 850.0)	(19.0, 979.0)	(20.0, 1311.0)	(21.0, 2144.0)	(22.0, 3909.0)	(23.0, 6790.0)	(24.0, 10217.0)	(25.0, 12742.0)	(26.0, 15196.0)	(27.0, 18181.0)	(28.0, 22509.0)	(29.0, 26053.0)	(30.0, 32204.0)	(31.0, 40321.0)	(32.0, 53353.0)	(33.0, 66573.0)	(34.0, 88777.0)	(35.0, 121754.0)	(36.0, 188156.0)	(37.0, 311548.0)	(38.0, 966027.0)	(39.0, 14462803.0)	(40.0, 8901725.0)			
TS047_RoL_RNA_502_2	(12.0, 4.0)	(13.0, 37.0)	(14.0, 289.0)	(15.0, 1446.0)	(16.0, 5536.0)	(17.0, 9397.0)	(18.0, 10122.0)	(19.0, 10032.0)	(20.0, 11186.0)	(21.0, 12284.0)	(22.0, 13691.0)	(23.0, 15374.0)	(24.0, 18409.0)	(25.0, 20903.0)	(26.0, 24285.0)	(27.0, 27834.0)	(28.0, 33286.0)	(29.0, 38023.0)	(30.0, 45478.0)	(31.0, 55176.0)	(32.0, 70395.0)	(33.0, 85865.0)	(34.0, 111614.0)	(35.0, 151858.0)	(36.0, 231964.0)	(37.0, 380082.0)	(38.0, 1175309.0)	(39.0, 15368025.0)	(40.0, 7426708.0)
TS047_RoL_RNA_506_1	(15.0, 6.0)	(16.0, 99.0)	(17.0, 465.0)	(18.0, 1009.0)	(19.0, 1209.0)	(20.0, 1810.0)	(21.0, 3004.0)	(22.0, 5021.0)	(23.0, 8115.0)	(24.0, 11592.0)	(25.0, 14700.0)	(26.0, 17992.0)	(27.0, 21547.0)	(28.0, 27427.0)	(29.0, 31469.0)	(30.0, 38762.0)	(31.0, 48813.0)	(32.0, 64541.0)	(33.0, 80264.0)	(34.0, 106108.0)	(35.0, 145674.0)	(36.0, 222794.0)	(37.0, 361868.0)	(38.0, 1094327.0)	(39.0, 16358550.0)	(40.0, 10067177.0)			
TS047_RoL_RNA_506_2	(12.0, 6.0)	(13.0, 51.0)	(14.0, 378.0)	(15.0, 1814.0)	(16.0, 6522.0)	(17.0, 11424.0)	(18.0, 13302.0)	(19.0, 13002.0)	(20.0, 14258.0)	(21.0, 15538.0)	(22.0, 17205.0)	(23.0, 19348.0)	(24.0, 23166.0)	(25.0, 26490.0)	(26.0, 30757.0)	(27.0, 35320.0)	(28.0, 41996.0)	(29.0, 47196.0)	(30.0, 56114.0)	(31.0, 67281.0)	(32.0, 86250.0)	(33.0, 104925.0)	(34.0, 136533.0)	(35.0, 187339.0)	(36.0, 288254.0)	(37.0, 480235.0)	(38.0, 1515151.0)	(39.0, 17807697.0)	(40.0, 7686791.0)
TS047_RoL_RNA_51_1	(15.0, 1.0)	(16.0, 47.0)	(17.0, 289.0)	(18.0, 672.0)	(19.0, 839.0)	(20.0, 1284.0)	(21.0, 2096.0)	(22.0, 3564.0)	(23.0, 6205.0)	(24.0, 9161.0)	(25.0, 11850.0)	(26.0, 14636.0)	(27.0, 17812.0)	(28.0, 22473.0)	(29.0, 26116.0)	(30.0, 32212.0)	(31.0, 40205.0)	(32.0, 53239.0)	(33.0, 66818.0)	(34.0, 89030.0)	(35.0, 120998.0)	(36.0, 184675.0)	(37.0, 295668.0)	(38.0, 900179.0)	(39.0, 13801259.0)	(40.0, 8828140.0)			
TS047_RoL_RNA_51_2	(12.0, 1.0)	(13.0, 33.0)	(14.0, 235.0)	(15.0, 1381.0)	(16.0, 5365.0)	(17.0, 8836.0)	(18.0, 9447.0)	(19.0, 9303.0)	(20.0, 10674.0)	(21.0, 11915.0)	(22.0, 13402.0)	(23.0, 15022.0)	(24.0, 18187.0)	(25.0, 20687.0)	(26.0, 24372.0)	(27.0, 28325.0)	(28.0, 33915.0)	(29.0, 38185.0)	(30.0, 45291.0)	(31.0, 54871.0)	(32.0, 70120.0)	(33.0, 85845.0)	(34.0, 113502.0)	(35.0, 155365.0)	(36.0, 239789.0)	(37.0, 389364.0)	(38.0, 1180323.0)	(39.0, 14840350.0)	(40.0, 7105363.0)
TS047_RoL_RNA_526_1	(15.0, 8.0)	(16.0, 113.0)	(17.0, 713.0)	(18.0, 1370.0)	(19.0, 1514.0)	(20.0, 2062.0)	(21.0, 3225.0)	(22.0, 5490.0)	(23.0, 9017.0)	(24.0, 13513.0)	(25.0, 17270.0)	(26.0, 21240.0)	(27.0, 25759.0)	(28.0, 32658.0)	(29.0, 38244.0)	(30.0, 47293.0)	(31.0, 59219.0)	(32.0, 78589.0)	(33.0, 99825.0)	(34.0, 132411.0)	(35.0, 182730.0)	(36.0, 279612.0)	(37.0, 456751.0)	(38.0, 1384740.0)	(39.0, 21379810.0)	(40.0, 12910312.0)			
TS047_RoL_RNA_526_2	(12.0, 6.0)	(13.0, 45.0)	(14.0, 439.0)	(15.0, 2090.0)	(16.0, 7633.0)	(17.0, 12917.0)	(18.0, 14125.0)	(19.0, 13768.0)	(20.0, 15233.0)	(21.0, 16569.0)	(22.0, 18820.0)	(23.0, 21229.0)	(24.0, 25843.0)	(25.0, 29522.0)	(26.0, 34330.0)	(27.0, 39930.0)	(28.0, 48193.0)	(29.0, 54668.0)	(30.0, 65066.0)	(31.0, 78687.0)	(32.0, 101774.0)	(33.0, 123034.0)	(34.0, 161521.0)	(35.0, 221021.0)	(36.0, 340015.0)	(37.0, 559078.0)	(38.0, 1746089.0)	(39.0, 22845801.0)	(40.0, 10586042.0)
TS047_RoL_RNA_528_1	(14.0, 1.0)	(15.0, 5.0)	(16.0, 92.0)	(17.0, 514.0)	(18.0, 1084.0)	(19.0, 1246.0)	(20.0, 1594.0)	(21.0, 2614.0)	(22.0, 4695.0)	(23.0, 7845.0)	(24.0, 11706.0)	(25.0, 15196.0)	(26.0, 18805.0)	(27.0, 22794.0)	(28.0, 28584.0)	(29.0, 34557.0)	(30.0, 42610.0)	(31.0, 52236.0)	(32.0, 68727.0)	(33.0, 85598.0)	(34.0, 114973.0)	(35.0, 157805.0)	(36.0, 242321.0)	(37.0, 403084.0)	(38.0, 1248337.0)	(39.0, 19372532.0)	(40.0, 12371274.0)		
TS047_RoL_RNA_528_2	(12.0, 3.0)	(13.0, 49.0)	(14.0, 357.0)	(15.0, 1878.0)	(16.0, 6933.0)	(17.0, 11308.0)	(18.0, 12209.0)	(19.0, 11964.0)	(20.0, 13455.0)	(21.0, 14631.0)	(22.0, 16497.0)	(23.0, 18831.0)	(24.0, 22524.0)	(25.0, 26155.0)	(26.0, 30436.0)	(27.0, 35505.0)	(28.0, 42403.0)	(29.0, 47907.0)	(30.0, 57286.0)	(31.0, 69694.0)	(32.0, 89811.0)	(33.0, 110611.0)	(34.0, 144903.0)	(35.0, 201328.0)	(36.0, 314290.0)	(37.0, 518318.0)	(38.0, 1590558.0)	(39.0, 20861388.0)	(40.0, 10039597.0)
TS047_RoL_RNA_530_1	(15.0, 5.0)	(16.0, 74.0)	(17.0, 425.0)	(18.0, 929.0)	(19.0, 1059.0)	(20.0, 1454.0)	(21.0, 2392.0)	(22.0, 3916.0)	(23.0, 6538.0)	(24.0, 9615.0)	(25.0, 12479.0)	(26.0, 15245.0)	(27.0, 18253.0)	(28.0, 23231.0)	(29.0, 27380.0)	(30.0, 33545.0)	(31.0, 42179.0)	(32.0, 55254.0)	(33.0, 69161.0)	(34.0, 92227.0)	(35.0, 125369.0)	(36.0, 193019.0)	(37.0, 317934.0)	(38.0, 969937.0)	(39.0, 14596539.0)	(40.0, 9054607.0)			
TS047_RoL_RNA_530_2	(12.0, 1.0)	(13.0, 44.0)	(14.0, 303.0)	(15.0, 1430.0)	(16.0, 5301.0)	(17.0, 8633.0)	(18.0, 9397.0)	(19.0, 8734.0)	(20.0, 9789.0)	(21.0, 10677.0)	(22.0, 12036.0)	(23.0, 13987.0)	(24.0, 16510.0)	(25.0, 18880.0)	(26.0, 22302.0)	(27.0, 25509.0)	(28.0, 31026.0)	(29.0, 35075.0)	(30.0, 41893.0)	(31.0, 51442.0)	(32.0, 66620.0)	(33.0, 81230.0)	(34.0, 107343.0)	(35.0, 147996.0)	(36.0, 229932.0)	(37.0, 380777.0)	(38.0, 1177802.0)	(39.0, 15583834.0)	(40.0, 7574263.0)
TS047_RoL_RNA_532_1	(15.0, 1.0)	(16.0, 62.0)	(17.0, 383.0)	(18.0, 765.0)	(19.0, 773.0)	(20.0, 1052.0)	(21.0, 1747.0)	(22.0, 3280.0)	(23.0, 5646.0)	(24.0, 8247.0)	(25.0, 10613.0)	(26.0, 13246.0)	(27.0, 16114.0)	(28.0, 20451.0)	(29.0, 24233.0)	(30.0, 30053.0)	(31.0, 37265.0)	(32.0, 49350.0)	(33.0, 62379.0)	(34.0, 83900.0)	(35.0, 115815.0)	(36.0, 179496.0)	(37.0, 302073.0)	(38.0, 947999.0)	(39.0, 14891015.0)	(40.0, 9494160.0)			
TS047_RoL_RNA_532_2	(12.0, 2.0)	(13.0, 49.0)	(14.0, 301.0)	(15.0, 1438.0)	(16.0, 5009.0)	(17.0, 8228.0)	(18.0, 8924.0)	(19.0, 8633.0)	(20.0, 9670.0)	(21.0, 10992.0)	(22.0, 12513.0)	(23.0, 14023.0)	(24.0, 17407.0)	(25.0, 19843.0)	(26.0, 22935.0)	(27.0, 26677.0)	(28.0, 32041.0)	(29.0, 35987.0)	(30.0, 43001.0)	(31.0, 52658.0)	(32.0, 68002.0)	(33.0, 83403.0)	(34.0, 109843.0)	(35.0, 151831.0)	(36.0, 236373.0)	(37.0, 390953.0)	(38.0, 1227249.0)	(39.0, 16083108.0)	(40.0, 7619025.0)
TS047_RoL_RNA_559_1	(15.0, 3.0)	(16.0, 56.0)	(17.0, 348.0)	(18.0, 747.0)	(19.0, 919.0)	(20.0, 1335.0)	(21.0, 2083.0)	(22.0, 3642.0)	(23.0, 6004.0)	(24.0, 8974.0)	(25.0, 11592.0)	(26.0, 14329.0)	(27.0, 17352.0)	(28.0, 22293.0)	(29.0, 26388.0)	(30.0, 33234.0)	(31.0, 41201.0)	(32.0, 54900.0)	(33.0, 68088.0)	(34.0, 89936.0)	(35.0, 123314.0)	(36.0, 188616.0)	(37.0, 306947.0)	(38.0, 935591.0)	(39.0, 14683940.0)	(40.0, 8979952.0)			
TS047_RoL_RNA_559_2	(13.0, 53.0)	(14.0, 264.0)	(15.0, 1356.0)	(16.0, 5063.0)	(17.0, 8529.0)	(18.0, 9488.0)	(19.0, 9263.0)	(20.0, 10685.0)	(21.0, 11606.0)	(22.0, 13264.0)	(23.0, 14967.0)	(24.0, 18207.0)	(25.0, 20876.0)	(26.0, 24295.0)	(27.0, 27550.0)	(28.0, 33363.0)	(29.0, 37591.0)	(30.0, 45308.0)	(31.0, 54223.0)	(32.0, 69702.0)	(33.0, 85070.0)	(34.0, 111714.0)	(35.0, 153749.0)	(36.0, 236892.0)	(37.0, 381469.0)	(38.0, 1183425.0)	(39.0, 15634549.0)	(40.0, 7419263.0)	
TS047_RoL_RNA_561_1	(14.0, 1.0)	(15.0, 9.0)	(16.0, 74.0)	(17.0, 542.0)	(18.0, 1093.0)	(19.0, 1205.0)	(20.0, 1603.0)	(21.0, 2579.0)	(22.0, 4556.0)	(23.0, 7788.0)	(24.0, 11471.0)	(25.0, 14632.0)	(26.0, 17646.0)	(27.0, 21661.0)	(28.0, 26976.0)	(29.0, 31922.0)	(30.0, 39738.0)	(31.0, 49238.0)	(32.0, 64492.0)	(33.0, 80854.0)	(34.0, 106497.0)	(35.0, 145744.0)	(36.0, 221267.0)	(37.0, 357241.0)	(38.0, 1065820.0)	(39.0, 17086941.0)	(40.0, 11380771.0)		
TS047_RoL_RNA_561_2	(12.0, 7.0)	(13.0, 49.0)	(14.0, 360.0)	(15.0, 1708.0)	(16.0, 6321.0)	(17.0, 11147.0)	(18.0, 12536.0)	(19.0, 12559.0)	(20.0, 14026.0)	(21.0, 15158.0)	(22.0, 16892.0)	(23.0, 19170.0)	(24.0, 23064.0)	(25.0, 26097.0)	(26.0, 30099.0)	(27.0, 35084.0)	(28.0, 42029.0)	(29.0, 47385.0)	(30.0, 56300.0)	(31.0, 68275.0)	(32.0, 87593.0)	(33.0, 107355.0)	(34.0, 140062.0)	(35.0, 191268.0)	(36.0, 296709.0)	(37.0, 483974.0)	(38.0, 1489134.0)	(39.0, 18726487.0)	(40.0, 8781513.0)
TS047_RoL_RNA_562_1	(15.0, 4.0)	(16.0, 65.0)	(17.0, 390.0)	(18.0, 809.0)	(19.0, 958.0)	(20.0, 1416.0)	(21.0, 2150.0)	(22.0, 3981.0)	(23.0, 6487.0)	(24.0, 9422.0)	(25.0, 12244.0)	(26.0, 15116.0)	(27.0, 18129.0)	(28.0, 22941.0)	(29.0, 27107.0)	(30.0, 33403.0)	(31.0, 42260.0)	(32.0, 56298.0)	(33.0, 70827.0)	(34.0, 94934.0)	(35.0, 129738.0)	(36.0, 198504.0)	(37.0, 327716.0)	(38.0, 1020963.0)	(39.0, 15233905.0)	(40.0, 9048136.0)			
TS047_RoL_RNA_562_2	(12.0, 4.0)	(13.0, 53.0)	(14.0, 288.0)	(15.0, 1425.0)	(16.0, 5458.0)	(17.0, 8956.0)	(18.0, 9966.0)	(19.0, 9821.0)	(20.0, 11160.0)	(21.0, 12256.0)	(22.0, 13795.0)	(23.0, 15571.0)	(24.0, 18816.0)	(25.0, 21667.0)	(26.0, 24750.0)	(27.0, 29143.0)	(28.0, 34778.0)	(29.0, 39671.0)	(30.0, 46628.0)	(31.0, 57147.0)	(32.0, 73150.0)	(33.0, 89188.0)	(34.0, 117787.0)	(35.0, 162378.0)	(36.0, 249706.0)	(37.0, 413282.0)	(38.0, 1287115.0)	(39.0, 16155253.0)	(40.0, 7468691.0)
TS047_RoL_RNA_586_1	(15.0, 2.0)	(16.0, 74.0)	(17.0, 401.0)	(18.0, 804.0)	(19.0, 1001.0)	(20.0, 1456.0)	(21.0, 2273.0)	(22.0, 3956.0)	(23.0, 6480.0)	(24.0, 9464.0)	(25.0, 11897.0)	(26.0, 14617.0)	(27.0, 17404.0)	(28.0, 22039.0)	(29.0, 25534.0)	(30.0, 31491.0)	(31.0, 39187.0)	(32.0, 52257.0)	(33.0, 65419.0)	(34.0, 85549.0)	(35.0, 116429.0)	(36.0, 176633.0)	(37.0, 287011.0)	(38.0, 879010.0)	(39.0, 13020217.0)	(40.0, 7729793.0)			
TS047_RoL_RNA_586_2	(12.0, 3.0)	(13.0, 37.0)	(14.0, 247.0)	(15.0, 1391.0)	(16.0, 5356.0)	(17.0, 9339.0)	(18.0, 9854.0)	(19.0, 9718.0)	(20.0, 10877.0)	(21.0, 11902.0)	(22.0, 13692.0)	(23.0, 15422.0)	(24.0, 18493.0)	(25.0, 20988.0)	(26.0, 24275.0)	(27.0, 28281.0)	(28.0, 34179.0)	(29.0, 38554.0)	(30.0, 45622.0)	(31.0, 54851.0)	(32.0, 70456.0)	(33.0, 84858.0)	(34.0, 110658.0)	(35.0, 150176.0)	(36.0, 228011.0)	(37.0, 371128.0)	(38.0, 1107786.0)	(39.0, 13601900.0)	(40.0, 6522344.0)
TS047_RoL_RNA_616_1	(16.0, 34.0)	(17.0, 221.0)	(18.0, 530.0)	(19.0, 663.0)	(20.0, 1020.0)	(21.0, 1608.0)	(22.0, 2780.0)	(23.0, 4661.0)	(24.0, 6911.0)	(25.0, 8952.0)	(26.0, 11259.0)	(27.0, 13739.0)	(28.0, 17969.0)	(29.0, 21014.0)	(30.0, 25730.0)	(31.0, 32052.0)	(32.0, 42919.0)	(33.0, 53012.0)	(34.0, 71311.0)	(35.0, 98745.0)	(36.0, 151300.0)	(37.0, 247506.0)	(38.0, 747253.0)	(39.0, 12056954.0)	(40.0, 7824046.0)				
TS047_RoL_RNA_616_2	(12.0, 2.0)	(13.0, 44.0)	(14.0, 221.0)	(15.0, 1115.0)	(16.0, 4160.0)	(17.0, 6997.0)	(18.0, 7573.0)	(19.0, 7458.0)	(20.0, 8379.0)	(21.0, 9094.0)	(22.0, 10488.0)	(23.0, 11559.0)	(24.0, 14092.0)	(25.0, 16369.0)	(26.0, 19318.0)	(27.0, 22308.0)	(28.0, 27106.0)	(29.0, 30897.0)	(30.0, 36527.0)	(31.0, 44451.0)	(32.0, 57164.0)	(33.0, 69225.0)	(34.0, 90255.0)	(35.0, 123635.0)	(36.0, 190137.0)	(37.0, 308893.0)	(38.0, 967142.0)	(39.0, 13195459.0)	(40.0, 6162121.0)
TS047_RoL_RNA_618_1	(15.0, 6.0)	(16.0, 57.0)	(17.0, 409.0)	(18.0, 814.0)	(19.0, 1016.0)	(20.0, 1401.0)	(21.0, 2336.0)	(22.0, 3851.0)	(23.0, 6599.0)	(24.0, 9748.0)	(25.0, 12684.0)	(26.0, 15412.0)	(27.0, 18878.0)	(28.0, 24041.0)	(29.0, 28281.0)	(30.0, 35501.0)	(31.0, 44412.0)	(32.0, 58961.0)	(33.0, 73650.0)	(34.0, 98090.0)	(35.0, 133698.0)	(36.0, 204318.0)	(37.0, 330735.0)	(38.0, 1010414.0)	(39.0, 16073391.0)	(40.0, 10137640.0)			
TS047_RoL_RNA_618_2	(12.0, 3.0)	(13.0, 46.0)	(14.0, 337.0)	(15.0, 1814.0)	(16.0, 6378.0)	(17.0, 10555.0)	(18.0, 11989.0)	(19.0, 11481.0)	(20.0, 13285.0)	(21.0, 14789.0)	(22.0, 16547.0)	(23.0, 18727.0)	(24.0, 22746.0)	(25.0, 25690.0)	(26.0, 30207.0)	(27.0, 34963.0)	(28.0, 42629.0)	(29.0, 47800.0)	(30.0, 56655.0)	(31.0, 68035.0)	(32.0, 86664.0)	(33.0, 104265.0)	(34.0, 135352.0)	(35.0, 183684.0)	(36.0, 277122.0)	(37.0, 446187.0)	(38.0, 1400895.0)	(39.0, 17647620.0)	(40.0, 7609878.0)
TS047_RoL_RNA_646_1	(15.0, 3.0)	(16.0, 70.0)	(17.0, 338.0)	(18.0, 719.0)	(19.0, 857.0)	(20.0, 1326.0)	(21.0, 2002.0)	(22.0, 3531.0)	(23.0, 6037.0)	(24.0, 9041.0)	(25.0, 11348.0)	(26.0, 13897.0)	(27.0, 16751.0)	(28.0, 21103.0)	(29.0, 24398.0)	(30.0, 31062.0)	(31.0, 39027.0)	(32.0, 50686.0)	(33.0, 63181.0)	(34.0, 83242.0)	(35.0, 113967.0)	(36.0, 174194.0)	(37.0, 288380.0)	(38.0, 890954.0)	(39.0, 13205684.0)	(40.0, 7778098.0)			
TS047_RoL_RNA_646_2	(12.0, 4.0)	(13.0, 52.0)	(14.0, 296.0)	(15.0, 1356.0)	(16.0, 4848.0)	(17.0, 8187.0)	(18.0, 9362.0)	(19.0, 9434.0)	(20.0, 10565.0)	(21.0, 11332.0)	(22.0, 13105.0)	(23.0, 14650.0)	(24.0, 17851.0)	(25.0, 20064.0)	(26.0, 23517.0)	(27.0, 26792.0)	(28.0, 32431.0)	(29.0, 36794.0)	(30.0, 43377.0)	(31.0, 52335.0)	(32.0, 66962.0)	(33.0, 81096.0)	(34.0, 105648.0)	(35.0, 142694.0)	(36.0, 219125.0)	(37.0, 354275.0)	(38.0, 1126090.0)	(39.0, 14203510.0)	(40.0, 6194144.0)
TS047_RoL_RNA_651_1	(15.0, 4.0)	(16.0, 52.0)	(17.0, 380.0)	(18.0, 782.0)	(19.0, 1022.0)	(20.0, 1388.0)	(21.0, 2246.0)	(22.0, 3931.0)	(23.0, 6659.0)	(24.0, 10060.0)	(25.0, 12543.0)	(26.0, 15620.0)	(27.0, 18340.0)	(28.0, 23604.0)	(29.0, 27728.0)	(30.0, 34352.0)	(31.0, 42879.0)	(32.0, 56150.0)	(33.0, 70393.0)	(34.0, 94103.0)	(35.0, 129097.0)	(36.0, 199367.0)	(37.0, 328075.0)	(38.0, 1000267.0)	(39.0, 15635562.0)	(40.0, 9696485.0)			
TS047_RoL_RNA_651_2	(13.0, 42.0)	(14.0, 251.0)	(15.0, 1430.0)	(16.0, 5082.0)	(17.0, 8950.0)	(18.0, 10053.0)	(19.0, 9836.0)	(20.0, 11179.0)	(21.0, 12052.0)	(22.0, 13563.0)	(23.0, 15508.0)	(24.0, 18763.0)	(25.0, 21527.0)	(26.0, 25186.0)	(27.0, 29276.0)	(28.0, 34708.0)	(29.0, 39824.0)	(30.0, 47369.0)	(31.0, 57572.0)	(32.0, 74290.0)	(33.0, 90941.0)	(34.0, 118940.0)	(35.0, 163088.0)	(36.0, 251479.0)	(37.0, 411545.0)	(38.0, 1299299.0)	(39.0, 16972540.0)	(40.0, 7666796.0)	
