gene_id	gene_name	TaxaID	correlation	abs_correlation	p_value	fdr	comparison_name	base_treatment	comparison_treatment
LOC101882702	LOC101882702	Neochlamydia	-0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101882847	LOC101882847	Neochlamydia	0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101883092	LOC101883092	Rubrivivax	-0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC110439307	LOC110439307	Neochlamydia	-0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141379342	LOC141379342	Rubrivivax	-0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
abcg2c	abcg2c	Rubrivivax	-0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifit14	ifit14	Rubrivivax	-0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rtn1a	rtn1a	Rubrivivax	0.11288691196155214	0.11288691196155214	0.719388394373883	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC100147849	LOC100147849	Paenirhodobacter	0.1126788504326398	0.1126788504326398	0.7198901524484831	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch211-15j1.4	si:ch211-15j1.4	Legionella	-0.1126788504326398	0.1126788504326398	0.7198901524484831	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rtn1a	rtn1a	Pirellula	0.11260449838763792	0.11260449838763792	0.7200694793380504	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ankrd66	ankrd66	Pseudomonas	-0.11233240649635626	0.11233240649635626	0.7207258198650941	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
mthfr	mthfr	Reyranella	0.11233240649635626	0.11233240649635626	0.7207258198650941	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141381754	LOC141381754	Bosea	0.11196992244919823	0.11196992244919823	0.7216004294455307	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101886660	LOC101886660	Pseudomonas	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137490032	LOC137490032	Paenirhodobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141375335	LOC141375335	Paenirhodobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccl35.1	ccl35.1	Paenirhodobacter	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
f2r	f2r	Bosea	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr92	ftr92	Paenirhodobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifi44a1	ifi44a1	Pseudomonas	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifit14	ifit14	Paenirhodobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
irf7	irf7	Crenobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ncoa7a	ncoa7a	Culicoidibacter	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
nfia	nfia	Tundrisphaera	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
pals1a	pals1a	Gemmobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rcn3	rcn3	Tundrisphaera	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
sacs2	sacs2	Pseudomonas	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
slc43a1a	slc43a1a	Tundrisphaera	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
spire1a	spire1a	Culicoidibacter	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
spire1a	spire1a	Pseudomonas	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
tmem106a	tmem106a	Gemmobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ugt5g1	ugt5g1	Paenirhodobacter	-0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg2	vtg2	Tundrisphaera	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg3	vtg3	Crenobacter	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg5	vtg5	Paenirhodobacter	0.1118881118881119	0.1118881118881119	0.7217978592602807	0.9486081384900569	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101885452	LOC101885452	Neochlamydia	0.11147987990635742	0.11147987990635742	0.7227832222215849	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101885452	LOC101885452	Rubrivivax	0.11147987990635742	0.11147987990635742	0.7227832222215849	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
fam20cl	fam20cl	Longivirga	-0.11071995366651399	0.11071995366651399	0.7246183422215431	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137496053	LOC137496053	Acinetobacter	0.11050724637681161	0.11050724637681161	0.7251322016764967	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101882847	LOC101882847	Flavobacterium	0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
blnk	blnk	Acinetobacter	0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ca8	ca8	Flavobacterium	-0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccl35.1	ccl35.1	Cloacibacterium	-0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifit15	ifit15	Acinetobacter	0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch1073-406l10.2	si:ch1073-406l10.2	Longivirga	0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch211-153b23.3	si:ch211-153b23.3	Flavobacterium	-0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:dkey-211g8.5	si:dkey-211g8.5	Cloacibacterium	-0.11033775320857062	0.11033775320857062	0.7255417265890045	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101887036	LOC101887036	Runella	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC108181196	LOC108181196	Sediminibacterium	-0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141380276	LOC141380276	Pseudoxanthomonas	-0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
f2r	f2r	Sediminibacterium	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr92	ftr92	Rhodococcus	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifi44a8	ifi44a8	Sediminibacterium	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifi44g	ifi44g	Rhodococcus	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
il4i1	il4i1	Rhodococcus	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
pmaip1	pmaip1	Rhodococcus	-0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rcn3	rcn3	Runella	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
reep2	reep2	Runella	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch1073-406l10.2	si:ch1073-406l10.2	Sphaerotilus	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:dkey-211g8.5	si:dkey-211g8.5	Pseudoxanthomonas	-0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg4	vtg4	Rhodococcus	0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zmp:0000000912	zmp:0000000912	Pseudoxanthomonas	-0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
znf1069	znf1069	Sphaerotilus	-0.11014738248086346	0.11014738248086346	0.7260017611595786	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141375138	LOC141375138	Pseudomonas	0.10917195732578194	0.10917195732578194	0.7283599838019503	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
blnk	blnk	Caulobacter	-0.10917195732578194	0.10917195732578194	0.7283599838019503	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
sash1b	sash1b	Caulobacter	-0.10917195732578194	0.10917195732578194	0.7283599838019503	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
slc46a2	slc46a2	Caulobacter	0.10917195732578194	0.10917195732578194	0.7283599838019503	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
stat1b	stat1b	Caulobacter	0.10917195732578194	0.10917195732578194	0.7283599838019503	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
colgalt1b	colgalt1b	Pirellula	-0.10897209521384313	0.10897209521384313	0.728843401566277	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101882702	LOC101882702	Agitococcus	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101885452	LOC101885452	Gemmobacter	0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137491221	LOC137491221	Rhizobium	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
adam12b	adam12b	Rhizobium	0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
csf2rb	csf2rb	Dinghuibacter	0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr22	ftr22	Agitococcus	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifit9	ifit9	Ensifer	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
irf7	irf7	Aquihabitans	0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
maml3	maml3	Rhizobium	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ncoa7a	ncoa7a	Ensifer	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
nots	nots	Agitococcus	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
odc1	odc1	Ensifer	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
sash1b	sash1b	Ensifer	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:dkey-211g8.5	si:dkey-211g8.5	Dinghuibacter	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
slc46a2	slc46a2	Dinghuibacter	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
trim35-14	trim35-14	Dinghuibacter	-0.10876706757180561	0.10876706757180561	0.7293393923271465	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC110438351	LOC110438351	Pseudomonas	0.10858160259244368	0.10858160259244368	0.7297881269086057	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141378311	LOC141378311	Culicoidibacter	-0.10823759170089163	0.10823759170089163	0.7306206373894137	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
odc1	odc1	Bdellovibrio	-0.10823759170089163	0.10823759170089163	0.7306206373894137	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
plaub	plaub	Bdellovibrio	0.10823759170089163	0.10823759170089163	0.7306206373894137	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
reep2	reep2	Bdellovibrio	0.10823759170089163	0.10823759170089163	0.7306206373894137	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC108183350	LOC108183350	Agromyces	0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ca8	ca8	Pseudorhodoplanes	0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
mcfd2	mcfd2	Pseudorhodoplanes	-0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:ch1073-406l10.2	si:ch1073-406l10.2	Agromyces	0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
tat	tat	Reyranella	-0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ythdc2	ythdc2	Fuscovulum	-0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:152658	zgc:152658	Agromyces	-0.10817194699649121	0.10817194699649121	0.7307795237538481	0.9488655596385044	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137490032	LOC137490032	Neochlamydia	0.10751134472528774	0.10751134472528774	0.7323788962755464	0.9502052101261497	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141380276	LOC141380276	Rubrivivax	-0.10751134472528774	0.10751134472528774	0.7323788962755464	0.9502052101261497	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifi44a1	ifi44a1	Neochlamydia	0.10751134472528774	0.10751134472528774	0.7323788962755464	0.9502052101261497	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
il4i1	il4i1	Neochlamydia	0.10751134472528774	0.10751134472528774	0.7323788962755464	0.9502052101261497	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141379353	LOC141379353	Aquihabitans	0.10702928854429686	0.10702928854429686	0.7335465105809191	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141378197	LOC141378197	Longivirga	0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141380546	LOC141380546	Tundrisphaera	0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC560863	LOC560863	Cloacibacterium	-0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccl35.1	ccl35.1	Acinetobacter	0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr76	ftr76	Flavobacterium	-0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
reep2	reep2	Cloacibacterium	-0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rtn1a	rtn1a	Cloacibacterium	0.10677847084700381	0.10677847084700381	0.7341542013328484	0.9510343455455122	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137489722	LOC137489722	Roseomonas	0.10582158705422127	0.10582158705422127	0.7364736498383113	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC570185	LOC570185	Legionella	-0.10582158705422127	0.10582158705422127	0.7364736498383113	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr07	ftr07	Gemmobacter	-0.10563642228059979	0.10563642228059979	0.7369226775732693	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
igf2bp2b	igf2bp2b	Legionella	-0.10563642228059979	0.10563642228059979	0.7369226775732693	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ly6m5	ly6m5	Legionella	-0.10563642228059979	0.10563642228059979	0.7369226775732693	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
blnk	blnk	Pirellula	-0.10533969204004837	0.10533969204004837	0.7376423851766438	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC570185	LOC570185	Dinghuibacter	-0.10532579589962249	0.10532579589962249	0.7376760936920235	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137496184	LOC137496184	Rhizobium	-0.105115948061066	0.105115948061066	0.7381851744842571	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC100001589	LOC100001589	Bosea	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC108183350	LOC108183350	Paenirhodobacter	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC137491221	LOC137491221	Pseudomonas	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccl35.1	ccl35.1	Tundrisphaera	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
dspb	dspb	Gemmobacter	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr11	ftr11	Pseudomonas	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr76	ftr76	Tundrisphaera	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
hspa8	hspa8	Crenobacter	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ifit15	ifit15	Culicoidibacter	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
igf2bp2b	igf2bp2b	Bosea	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
irf7	irf7	Culicoidibacter	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
lmf2b	lmf2b	Paenirhodobacter	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
pmaip1	pmaip1	Paenirhodobacter	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rergla	rergla	Pseudomonas	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
tat	tat	Pseudomonas	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg4	vtg4	Crenobacter	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ythdc2	ythdc2	Gemmobacter	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:171506	zgc:171506	Culicoidibacter	0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zmp:0000000912	zmp:0000000912	Pseudomonas	-0.1048951048951049	0.1048951048951049	0.738721016628376	0.9519776611515792	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101885452	LOC101885452	Bdellovibrio	0.10449273223853846	0.10449273223853846	0.7396975416443801	0.9530526724746525	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
fam20ca	fam20ca	Reyranella	-0.10419380400376031	0.10419380400376031	0.7404232068239285	0.9536404973342859	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101887036	LOC101887036	Pseudoduganella	-0.10401148749662617	0.10401148749662617	0.7408658702408835	0.9536404973342859	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC560863	LOC560863	Pseudorhodoplanes	-0.10401148749662617	0.10401148749662617	0.7408658702408835	0.9536404973342859	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ca8	ca8	Pseudoduganella	0.10401148749662617	0.10401148749662617	0.7408658702408835	0.9536404973342859	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ccl35.1	ccl35.1	Agromyces	0.10401148749662617	0.10401148749662617	0.7408658702408835	0.9536404973342859	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC100538242	LOC100538242	Elstera	0.10333862342207974	0.10333862342207974	0.7425001017305002	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
colgalt1b	colgalt1b	Flavobacterium	-0.10321918848543703	0.10321918848543703	0.7427902671060773	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
si:dkey-238c7.13	si:dkey-238c7.13	Flavobacterium	-0.10321918848543703	0.10321918848543703	0.7427902671060773	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg7	vtg7	Acinetobacter	-0.10321918848543703	0.10321918848543703	0.7427902671060773	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
zgc:194443	zgc:194443	Cloacibacterium	-0.10321918848543703	0.10321918848543703	0.7427902671060773	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC101887118	LOC101887118	Acinetobacter	0.1031941050372052	0.1031941050372052	0.7428512102314027	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC141381754	LOC141381754	Agromyces	-0.10214457142143678	0.10214457142143678	0.7454021854637041	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC103910189	LOC103910189	Rubrivivax	-0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
LOC108184065	LOC108184065	Paenirhodobacter	0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
ftr22	ftr22	Neochlamydia	-0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
irf7	irf7	Rubrivivax	-0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
prag1	prag1	Rubrivivax	-0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
rnf213a	rnf213a	Rubrivivax	-0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg2	vtg2	Rubrivivax	0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
vtg4	vtg4	Rubrivivax	0.10213577748902336	0.10213577748902336	0.7454235681446537	0.9545882972038673	A- T- P- vs A- T+ P-	A- T- P-	A- T+ P-
