OTU_ID,Mean_abundance,Observed_frequency,Predicted_frequency,Partition,Kingdom,Phylum,Class,Order,Family,Genus,Species
X570177,6.27E-05,0.266666667,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.CleanUp.ReferenceOTU116424,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU6949,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU11885,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU12794,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.ReferenceOTU28920,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.1.CleanUp.ReferenceOTU33416,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.CleanUp.ReferenceOTU37415,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.CleanUp.ReferenceOTU42471,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
X1121163,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X1124436,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X31830,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
X61836,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X65420,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
X807873,6.27E-05,0.2,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.ReferenceOTU28958,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU3098,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU38316,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
New.0.ReferenceOTU4520,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X148976,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
X1646924,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X190663,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,,
X203469,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
X270179,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,indicum
X356753,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
X509721,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,,
X568727,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
X575719,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
X750263,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
X816913,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
X828431,6.27E-05,0.133333333,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.CleanUp.ReferenceOTU107536,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,
New.0.CleanUp.ReferenceOTU65522,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.0.CleanUp.ReferenceOTU98310,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU11912,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
New.0.ReferenceOTU14130,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.ReferenceOTU42399,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.ReferenceOTU42569,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
New.1.CleanUp.ReferenceOTU98737,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,
New.1.ReferenceOTU5908,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
X1118870,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,indicum
X142726,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X143227,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X151097,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,,
X155997,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,humi
X1692229,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Chloroflexi,Ellin6529,,,,
X200854,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
X2772151,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Peptoniphilus,asaccharolyticus
X3549446,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X362965,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,,
X534076,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,kestanboleNeutralis
X546690,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Pseudoclavibacter,
X5804,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X66290,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,,,
X719068,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
X72795,6.27E-05,0.066666667,0.044724027,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
New.0.CleanUp.ReferenceOTU15636,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU50486,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU5467,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,rhizosphaerae
New.0.CleanUp.ReferenceOTU76234,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
New.0.ReferenceOTU16469,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.ReferenceOTU29548,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
New.0.ReferenceOTU33442,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.ReferenceOTU3590,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU4128,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.ReferenceOTU7357,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
New.0.ReferenceOTU9343,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
X562860,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
X789659,4.71E-05,0.2,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.CleanUp.ReferenceOTU118330,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU143268,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU150554,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
New.0.CleanUp.ReferenceOTU36991,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,
New.0.CleanUp.ReferenceOTU50116,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU13779,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.ReferenceOTU17224,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU20290,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,TM7,TM7-1,,,,
New.0.ReferenceOTU21373,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.ReferenceOTU21642,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU25261,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.ReferenceOTU30647,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.ReferenceOTU34996,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU36325,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU36370,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum
New.0.ReferenceOTU38242,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.ReferenceOTU5884,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Anaerobrancaceae,,
New.0.ReferenceOTU9258,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.1.CleanUp.ReferenceOTU50068,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.CleanUp.ReferenceOTU6389,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
New.1.CleanUp.ReferenceOTU68435,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
X1115336,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
X11448,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,,
X162192,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
X194118,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,rhizosphaerae
X210269,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X2211110,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,rhizosphaerae
X346293,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X4258054,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
X470527,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
X554968,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
X591539,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
X625693,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
X688934,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
X734269,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
X783638,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X832873,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
X842413,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
X99103,4.71E-05,0.133333333,0.033662544,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
New.0.CleanUp.ReferenceOTU126018,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.CleanUp.ReferenceOTU129374,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
New.0.CleanUp.ReferenceOTU25724,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,,
New.0.CleanUp.ReferenceOTU34677,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.CleanUp.ReferenceOTU41537,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
New.0.CleanUp.ReferenceOTU62606,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.ReferenceOTU11553,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.ReferenceOTU1207,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.ReferenceOTU13518,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.ReferenceOTU15059,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
New.0.ReferenceOTU16237,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,,
New.0.ReferenceOTU28959,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
New.0.ReferenceOTU34757,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Flammeovirgaceae,A4,
New.0.ReferenceOTU38680,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
New.0.ReferenceOTU41963,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
New.0.ReferenceOTU7070,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,,
New.0.ReferenceOTU9902,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,aurantiacum
New.1.CleanUp.ReferenceOTU36512,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,,,,
New.2.ReferenceOTU3433,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
New.2.ReferenceOTU4797,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
X104109,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
X104492,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
X1102643,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Peptoniphilus,asaccharolyticus
X1133077,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
X12526,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,conglomeratum
X144875,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,
X152355,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,,
X157392,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
X165690,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,
X179419,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
X18226,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
X1908796,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X226980,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
X252155,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
X2970292,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
X39070,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,,
X444962,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
X446567,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X500261,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,
X530869,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
X544334,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,,
X545909,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
X556327,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
X58362,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,
X583766,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X652938,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X750747,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
X823548,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
X882921,4.71E-05,0.066666667,0.033662544,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,
New.0.CleanUp.ReferenceOTU105895,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU111231,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU121680,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.0.CleanUp.ReferenceOTU123121,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
New.0.CleanUp.ReferenceOTU127260,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU139465,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.CleanUp.ReferenceOTU143785,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU144868,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU154935,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
New.0.CleanUp.ReferenceOTU25671,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU30009,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,
New.0.CleanUp.ReferenceOTU4071,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU52014,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU63920,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.CleanUp.ReferenceOTU67035,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU67318,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.CleanUp.ReferenceOTU74456,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU74561,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,,,,
