gene_id	taxa_id	correlation	p_value	fdr	abs_correlation	comparison_name	base_treatment	comparison_treatment
LOC571488	Devosia	0.5387654399573627	0.03496503496503497	0.06597176408497164	0.5387654399573627	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
xndc1	Paucibacter	-0.5359932532610461	0.01998001998001998	0.04757147614290472	0.5359932532610461	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC110437775	Rubrivivax	0.5264321059517781	9.99000999000999e-4	0.016650016650016652	0.5264321059517781	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
si:dkey-97m3.1	Culicoidibacter	-0.5248689419173376	0.023976023976023976	0.05429353255440212	0.5248689419173376	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC100332293	Gemmobacter	0.5233526214098083	0.001998001998001998	0.0222000222000222	0.5233526214098083	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
si:dkey-46k9.4	Legionella	0.5128106595513012	9.99000999000999e-4	0.016650016650016652	0.5128106595513012	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
cacna1ba	Acinetobacter	0.5047514564288028	0.06293706293706294	0.08991008991008992	0.5047514564288028	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
pcmtd2b	Legionella	0.5037992831562552	0.025974025974025976	0.055046993822504026	0.5037992831562552	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
prkg1	Aurantisolimonas	-0.5030567581415921	0.007992007992007992	0.030738492276953817	0.5030567581415921	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC101886348	Culicoidibacter	-0.49644162314898527	0.015984015984015984	0.04757147614290472	0.49644162314898527	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
slc22a15	Chitinilyticum	-0.4937374910964752	0.004995004995004995	0.02378573807145236	0.4937374910964752	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
gig2q	Vogesella	0.4665429598380556	0.016983016983016984	0.04757147614290472	0.4665429598380556	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
naalad2	Vogesella	-0.4061202707455062	0.007992007992007992	0.030738492276953817	0.4061202707455062	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
si:ch211-264f5.2	Devosia	0.3843273260532213	0.003996003996003996	0.0222000222000222	0.3843273260532213	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ehf	Culicoidibacter	-0.3782791823960566	0.04495504495504495	0.07369679500827042	0.3782791823960566	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ssuh2.1	Telmatocola	-0.3694804251200546	0.008991008991008992	0.033300033300033303	0.3694804251200546	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC101886910	Crenobacter	-0.36938314203174716	0.017982017982017984	0.04757147614290472	0.36938314203174716	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
masp1	Gemmobacter	0.355323445755168	0.003996003996003996	0.0222000222000222	0.355323445755168	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
sh3glb2b	Culicoidibacter	-0.30205311428516135	0.03896103896103896	0.07083825265643447	0.30205311428516135	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
lect2.1	Culicoidibacter	-0.289924819250059	0.007992007992007992	0.030738492276953817	0.289924819250059	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
illr4	Culicoidibacter	-0.28540045580205564	0.00999000999000999	0.03567860710717854	0.28540045580205564	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
ccdc141	Gemmobacter	0.27959633324460836	0.04195804195804196	0.07111532535261349	0.27959633324460836	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
nudt4b	Chryseotalea	-0.25102577456979114	0.04895104895104895	0.07895330475975637	0.25102577456979114	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
trip10b	Acinetobacter	0.09886874020030201	0.01898101898101898	0.04757147614290472	0.09886874020030201	A- T- P- vs A- T+ P+	A- T- P-	A- T+ P+
LOC141375690	Flavihumibacter	0.9810354261497599	9.99000999000999e-4	0.016650016650016652	0.9810354261497599	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rhcgb	Dongia	0.8977040610312484	0.06393606393606394	0.07434426039077202	0.8977040610312484	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141375138	Runella	0.8897181386615922	0.004995004995004995	0.03567860710717854	0.8897181386615922	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
upb1	Pirellula	-0.8892679999049701	0.005994005994005994	0.037462537462537464	0.8892679999049701	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
trim65	Shewanella	0.8599322951326437	0.003996003996003996	0.030738492276953817	0.8599322951326437	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
fbxw10	Pseudorhodoplanes	0.8095517451261137	0.03296703296703297	0.062201948994401825	0.8095517451261137	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137487580	Legionella	0.8090483650156872	0.011988011988011988	0.04610773841543073	0.8090483650156872	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cyp39a1	Crenobacter	0.8071805250571263	0.053946053946053944	0.07229612492770388	0.8071805250571263	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101882521	Bradyrhizobium	0.8052610581407459	0.001998001998001998	0.024975024975024976	0.8052610581407459	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
atox1	Bosea	-0.789107518809386	9.99000999000999e-4	0.016650016650016652	0.789107518809386	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cyp2ad3	Telmatocola	-0.78589337212685	0.024975024975024976	0.05808145343029064	0.78589337212685	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ampd2a	Culicoidibacter	0.7475451623023929	0.03896103896103896	0.06714596878531305	0.7475451623023929	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ttl	Ensifer	0.7352439742450687	0.003996003996003996	0.030738492276953817	0.7352439742450687	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mtrf1	Rhizobium	0.7281788632131233	0.029970029970029972	0.058764764647117586	0.7281788632131233	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rapgefl1	Nitrosomonas	-0.7242006477635955	0.012987012987012988	0.0481000481000481	0.7242006477635955	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cblc	Pirellula	-0.7191564095555402	0.024975024975024976	0.05808145343029064	0.7191564095555402	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
scarb1	Rhizobium	-0.7111668357995155	0.023976023976023976	0.05808145343029064	0.7111668357995155	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mlycd	Legionella	0.7110273820779136	0.006993006993006993	0.03885003885003885	0.7110273820779136	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-234h16.7	Bradyrhizobium	0.6997424779821457	9.99000999000999e-4	0.016650016650016652	0.6997424779821457	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
hsbp1l1	Bosea	-0.6967337694125489	0.003996003996003996	0.030738492276953817	0.6967337694125489	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
jupb	Telmatocola	-0.6950893017175065	0.007992007992007992	0.03996003996003996	0.6950893017175065	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
folr	Bosea	-0.6897188238797006	0.003996003996003996	0.030738492276953817	0.6897188238797006	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
agtr1b	Nocardia	0.672116987787882	9.99000999000999e-4	0.016650016650016652	0.672116987787882	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
nt5c2b	Culicoidibacter	0.6634040267483484	0.01998001998001998	0.0555000555000555	0.6634040267483484	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cbsb	Telmatocola	-0.656470557771892	0.005994005994005994	0.037462537462537464	0.656470557771892	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141381712	Fluviicola	-0.6320832732357295	0.015984015984015984	0.04995004995004995	0.6320832732357295	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
phyhipla	Hyphomicrobium	0.6240812288283666	0.015984015984015984	0.04995004995004995	0.6240812288283666	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100148399	Ensifer	0.6204297911073505	0.006993006993006993	0.03885003885003885	0.6204297911073505	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cbln7	Rhizobium	-0.617224878856402	0.00999000999000999	0.04540913631822723	0.617224878856402	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
nop10	Cetobacterium	-0.6078709824221655	0.03996003996003996	0.06714596878531305	0.6078709824221655	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
bmb	Nocardia	0.5915251202008136	0.001998001998001998	0.024975024975024976	0.5915251202008136	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101885830	Reyranella	-0.5890501393192986	0.04795204795204795	0.07229612492770388	0.5890501393192986	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
smpdl3b	Chryseotalea	-0.5851087088482538	0.028971028971028972	0.058764764647117586	0.5851087088482538	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkeyp-72g9.4	Agitococcus	-0.5780152248067589	0.09090909090909091	0.09881422924901186	0.5780152248067589	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
stau2	Elstera	-0.5653636044412136	0.08191808191808192	0.09102009102009102	0.5653636044412136	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
elapor1	Longivirga	0.5616051660363705	0.002997002997002997	0.030738492276953817	0.5616051660363705	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cipca	Elstera	-0.5613600431533988	0.061938061938061936	0.07404360345536817	0.5613600431533988	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rsl24d1	Crenobacter	-0.555654105341519	0.029970029970029972	0.058764764647117586	0.555654105341519	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
coil	Bosea	-0.5517338304310585	0.01098901098901099	0.04610773841543073	0.5517338304310585	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
gcdhb	Ensifer	0.515628497943886	9.99000999000999e-4	0.016650016650016652	0.515628497943886	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-283g2.1	WY65	-0.5147271936613621	0.04995004995004995	0.07229612492770388	0.5147271936613621	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
admb	Crenobacter	-0.5108893373778679	0.06993006993006994	0.07946598855689765	0.5108893373778679	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ska3	Bosea	-0.5039905928423216	0.011988011988011988	0.04610773841543073	0.5039905928423216	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
gaa2	Chryseotalea	-0.49391654020280357	0.017982017982017984	0.05449096358187268	0.49391654020280357	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
fap	Plesiomonas	-0.49216679186143086	0.061938061938061936	0.07404360345536817	0.49216679186143086	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137487229	Chryseotalea	-0.48802765506502443	0.027972027972027972	0.05827505827505828	0.48802765506502443	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-224e22.2	Chryseotalea	-0.4767040015166694	0.01898101898101898	0.0555000555000555	0.4767040015166694	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ugt5b6	WY65	-0.46363111907092436	0.022977022977022976	0.05808145343029064	0.46363111907092436	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137496053	Gemmobacter	-0.4629774156270057	0.007992007992007992	0.03996003996003996	0.4629774156270057	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc28a1	Chryseotalea	-0.4596591448345413	0.027972027972027972	0.05827505827505828	0.4596591448345413	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch1073-214b20.2	Telmatocola	-0.45299988387687196	0.03596403596403597	0.06600542314828028	0.45299988387687196	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-234h16.7	Rhizobium	0.4511142167886727	9.99000999000999e-4	0.016650016650016652	0.4511142167886727	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ccnj	Gemmobacter	-0.45109286929932324	0.01998001998001998	0.0555000555000555	0.45109286929932324	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc6a19a.2	Chryseotalea	-0.44605691622501326	0.04395604395604396	0.06868131868131869	0.44605691622501326	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
lmnl3	Crenobacter	-0.43923259655689006	0.04595404595404595	0.07069853223699378	0.43923259655689006	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
net1	Elstera	-0.43542736966736073	0.08891108891108891	0.09770449330888892	0.43542736966736073	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
spata6l	Crenobacter	-0.43198231108601964	0.023976023976023976	0.05808145343029064	0.43198231108601964	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
tcp1	Plesiomonas	-0.4310627634563977	0.04395604395604396	0.06868131868131869	0.4310627634563977	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
dennd5b	Elstera	-0.42158003445391995	0.052947052947052944	0.07229612492770388	0.42158003445391995	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
nptx1l	Reyranella	-0.41228205274424506	0.054945054945054944	0.07229612492770388	0.41228205274424506	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
pdk2b	Elstera	-0.404016764262584	0.08091908091908091	0.09092031563941676	0.404016764262584	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc17a5	Plesiomonas	-0.3901845996381874	0.04195804195804196	0.06767426122264832	0.3901845996381874	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
tmprss2	Plesiomonas	-0.38558969730778325	0.025974025974025976	0.05827505827505828	0.38558969730778325	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mfsd12b	Reyranella	-0.38397105228361844	0.053946053946053944	0.07229612492770388	0.38397105228361844	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
capn2b	Plesiomonas	-0.371039378402274	0.03696303696303696	0.06600542314828028	0.371039378402274	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
tmem106a	Plesiomonas	-0.3689689578358444	0.060939060939060936	0.07404360345536817	0.3689689578358444	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
blnk	Reyranella	-0.3671736854962081	0.03696303696303696	0.06600542314828028	0.3671736854962081	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
insig1	Chitinilyticum	0.36550488897815336	0.04895104895104895	0.07229612492770388	0.36550488897815336	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
galnt11	Plesiomonas	-0.3618431385707665	0.03196803196803197	0.06147698455390763	0.3618431385707665	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101882702	Hyphomicrobium	-0.3594058726239052	0.061938061938061936	0.07404360345536817	0.3594058726239052	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
osbpl2b	WY65	-0.3581368206221382	0.06293706293706294	0.07404360345536817	0.3581368206221382	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
grtp1b	Plesiomonas	-0.35329082733558625	0.054945054945054944	0.07229612492770388	0.35329082733558625	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
unm_sa911	Crenobacter	0.34956709415870335	0.013986013986013986	0.048227634434530986	0.34956709415870335	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-122f10.4	Plesiomonas	-0.34734935555225627	0.03996003996003996	0.06714596878531305	0.34734935555225627	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
xcr1a.1	Reyranella	-0.3426335479652413	0.04095904095904096	0.06714596878531305	0.3426335479652413	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
herc56.2	Paucibacter	0.34094016361376106	0.008991008991008992	0.04281432852861425	0.34094016361376106	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zmp:0000000527	Reyranella	-0.327385870426371	0.013986013986013986	0.048227634434530986	0.327385870426371	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ankhb	Plesiomonas	-0.32486694530352805	0.026973026973026972	0.05827505827505828	0.32486694530352805	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:110366	Plesiomonas	-0.3218614848770477	0.060939060939060936	0.07404360345536817	0.3218614848770477	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rln1	Mycobacterium	-0.3066207941791044	0.05094905094905095	0.07229612492770388	0.3066207941791044	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ntd5	Plesiomonas	-0.3021345716616065	0.05094905094905095	0.07229612492770388	0.3021345716616065	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
hs6st1a	Plesiomonas	-0.3014223310428601	0.04095904095904096	0.06714596878531305	0.3014223310428601	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
anos1	Plesiomonas	-0.28749407888319606	0.055944055944055944	0.07265461810916356	0.28749407888319606	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc22a6l	Plesiomonas	-0.2825241909825006	0.02097902097902098	0.0567000567000567	0.2825241909825006	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141374973	Pseudorhodoplanes	0.2761020067319603	0.015984015984015984	0.04995004995004995	0.2761020067319603	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc13a3	Plesiomonas	-0.27175989670456707	0.054945054945054944	0.07229612492770388	0.27175989670456707	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
dpp7	Plesiomonas	-0.265552696394754	0.06293706293706294	0.07404360345536817	0.265552696394754	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc16a5b	Chitinilyticum	0.2630512162652374	0.023976023976023976	0.05808145343029064	0.2630512162652374	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cltrn	Plesiomonas	-0.26080376497106594	0.06593406593406594	0.07578628268283441	0.26080376497106594	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ptgs2a	Agromyces	-0.2602673913908857	0.058941058941058944	0.07404360345536817	0.2602673913908857	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137491130	Rubrivivax	-0.25780835636414867	0.027972027972027972	0.05827505827505828	0.25780835636414867	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
unga	Mycobacterium	0.25255738288526375	0.011988011988011988	0.04610773841543073	0.25255738288526375	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
gcdhb	Ensifer	0.8967216254209105	0.05194805194805195	0.05708577137148567	0.8967216254209105	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
gvin1l	Polymorphobacter	0.869323384602499	9.99000999000999e-4	0.003842311534619227	0.869323384602499	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
med29	Bosea	-0.8566921900277445	0.003996003996003996	0.006889662062075854	0.8566921900277445	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ston2	Ensifer	0.8410093451632624	0.04295704295704296	0.047730047730047735	0.8410093451632624	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
mxg	Polymorphobacter	0.8354555029842728	0.003996003996003996	0.006889662062075854	0.8354555029842728	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
casp6a	Polymorphobacter	0.8308920175910003	0.03796203796203796	0.0426539752382449	0.8308920175910003	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC141381086	Polymorphobacter	0.8285916533083464	0.003996003996003996	0.006889662062075854	0.8285916533083464	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zgc:194655	Rubrivivax	0.8129973346656404	0.015984015984015984	0.02023293162533669	0.8129973346656404	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
eif4ebp3l	Legionella	0.811701216504978	0.006993006993006993	0.010437323870159691	0.811701216504978	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:ch211-217k17.12	Rubrivivax	0.8103014041805495	0.001998001998001998	0.0047571476142904716	0.8103014041805495	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC100150882	Polymorphobacter	0.7983600771102374	0.007992007992007992	0.011417154274297132	0.7983600771102374	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
pim2	Rubrivivax	0.7813483882410135	0.004995004995004995	0.008188532778696713	0.7813483882410135	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:ch211-284e13.11	Rubrivivax	0.7773007042794349	0.024975024975024976	0.029382382323558796	0.7773007042794349	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:dkey-16l2.20	Rubrivivax	0.7766441517624207	0.003996003996003996	0.006889662062075854	0.7766441517624207	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC141379461	Legionella	0.7727303200371095	0.03796203796203796	0.0426539752382449	0.7727303200371095	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
hspa12a.2	Polymorphobacter	0.7710096467934766	0.001998001998001998	0.0047571476142904716	0.7710096467934766	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ppdpfa	Legionella	0.7607125468468611	0.026973026973026972	0.031363984852356946	0.7607125468468611	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:dkey-172o19.2	Rubrivivax	0.7549316136524341	0.001998001998001998	0.0047571476142904716	0.7549316136524341	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zgc:110319	Rubrivivax	0.7284720396366019	0.001998001998001998	0.0047571476142904716	0.7284720396366019	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC101886348	Paucibacter	-0.7229748102451439	0.003996003996003996	0.006889662062075854	0.7229748102451439	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
pex26	Dinghuibacter	0.72281316732497	0.008991008991008992	0.012487512487512488	0.72281316732497	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
fdft1	Acinetobacter	0.7186151256157627	0.003996003996003996	0.006889662062075854	0.7186151256157627	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:dkey-111e8.5	Polymorphobacter	0.7182933952019717	0.015984015984015984	0.02023293162533669	0.7182933952019717	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
npsn	Rubrivivax	0.7135213322439514	0.008991008991008992	0.012487512487512488	0.7135213322439514	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC100150003	Polymorphobacter	0.7088724541479613	0.013986013986013986	0.018402649981597352	0.7088724541479613	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
rsad2	Gemmobacter	0.703286421514763	0.014985014985014986	0.019461058422097385	0.703286421514763	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
nudc	Polymorphobacter	0.7031296249280307	0.001998001998001998	0.0047571476142904716	0.7031296249280307	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
lsm3	Rubrivivax	0.7019126033268511	9.99000999000999e-4	0.003842311534619227	0.7019126033268511	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC141379963	Rubrivivax	0.700088764013606	0.001998001998001998	0.0047571476142904716	0.700088764013606	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ss18l2	Polymorphobacter	0.6921945741716271	0.001998001998001998	0.0047571476142904716	0.6921945741716271	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
nup160	Rubrivivax	0.6903357688818779	9.99000999000999e-4	0.003842311534619227	0.6903357688818779	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
rgs12a	Polymorphobacter	0.6900129346166836	0.001998001998001998	0.0047571476142904716	0.6900129346166836	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
selenoh	Rubrivivax	0.6889864970684177	9.99000999000999e-4	0.003842311534619227	0.6889864970684177	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
cox6a1	Polymorphobacter	0.6885878466661353	0.001998001998001998	0.0047571476142904716	0.6885878466661353	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
b9d2	Bosea	-0.6844727088538746	0.006993006993006993	0.010437323870159691	0.6844727088538746	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
casp6b.1	Polymorphobacter	0.683674636209642	9.99000999000999e-4	0.003842311534619227	0.683674636209642	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
serhl	Polymorphobacter	0.6825310357982056	9.99000999000999e-4	0.003842311534619227	0.6825310357982056	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
psma6a	Polymorphobacter	0.682224807979799	0.002997002997002997	0.006376602121282972	0.682224807979799	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
casp8	Polymorphobacter	0.6720603544292489	0.017982017982017984	0.0222000222000222	0.6720603544292489	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
uap1l1	Polymorphobacter	0.6610773930102922	9.99000999000999e-4	0.003842311534619227	0.6610773930102922	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ogfod1	Polymorphobacter	0.6566687620218763	0.001998001998001998	0.0047571476142904716	0.6566687620218763	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
sh3glb2a	Rubrivivax	0.6564357197866398	9.99000999000999e-4	0.003842311534619227	0.6564357197866398	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
mns1	Rubrivivax	0.6500942964454167	0.016983016983016984	0.02122877122877123	0.6500942964454167	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
eny2	Polymorphobacter	0.6497577931266342	9.99000999000999e-4	0.003842311534619227	0.6497577931266342	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
il13	Flavobacterium	-0.6443901911905507	0.005994005994005994	0.009221547683086145	0.6443901911905507	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
tra2a	Polymorphobacter	0.6417821160398727	9.99000999000999e-4	0.003842311534619227	0.6417821160398727	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
tdp1	Rubrivivax	0.6389157007701115	9.99000999000999e-4	0.003842311534619227	0.6389157007701115	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
il12rb1	Polymorphobacter	0.6383797430736884	0.012987012987012988	0.017316017316017316	0.6383797430736884	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:ch73-367f21.4	Rubrivivax	0.6269935205009398	0.001998001998001998	0.0047571476142904716	0.6269935205009398	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ftr54	Rubrivivax	0.6247936994088509	0.002997002997002997	0.006376602121282972	0.6247936994088509	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
hddc3	Polymorphobacter	0.6220413593620363	9.99000999000999e-4	0.003842311534619227	0.6220413593620363	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
